"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"male",68,"poland",6,0,NA,8,4,4,5,4,4,7,5,5,6,3,5,5,7,1,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",31,"sweden",6,1,NA,6,4,4,4,4,4,6,7,3,8,2,4,5,5,25,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",67,"uk",2,0,3,NA,3,4,4,3,3,0,3,0,10,6,6,1,4,30,4,2,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",54,"hungary",3,1,1,4,4,4,5,4,5,8,8,5,5,1,2,6,6,10,1,3,2,1,1,1,0,1,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1
"male",30,"hungary",3,1,NA,NA,1,3,4,4,2,3,2,4,7,7,4,NA,2,10,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",39,"spain",2,0,NA,0,3,5,5,3,4,5,5,0,10,5,4,4,4,60,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",35,"poland",3,1,NA,5,5,4,4,5,5,3,3,4,3,2,4,4,4,9,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",66,"hungary",5,0,NA,5,2,3,3,2,2,2,5,3,10,6,7,1,1,20,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",42,"hungary",4,1,NA,9,2,5,4,2,4,4,2,5,8,4,6,1,2,3,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",57,"romania",6,1,NA,7,2,4,4,4,4,6,6,7,10,5,3,1,2,3,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",73,"romania",6,1,NA,5,2,5,4,3,5,10,10,7,6,1,1,1,5,5,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"romania",5,1,NA,5,3,3,4,3,3,6,6,7,5,1,2,5,7,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",24,"poland",6,0,NA,4,4,4,5,5,4,5,5,7,5,2,5,4,6,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",68,"sweden",2,0,NA,10,1,5,2,1,2,0,0,0,10,7,7,1,1,30,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",57,"romania",6,0,NA,8,5,5,5,5,5,NA,8,7,7,5,5,5,5,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",55,"hungary",6,1,NA,5,4,4,4,3,3,5,5,5,6,5,5,1,3,1,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",57,"hungary",3,1,NA,5,4,4,4,5,5,5,2,1,8,5,3,3,2,15,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",54,"hungary",4,1,NA,7,4,5,3,3,4,7,4,4,7,NA,4,3,2,5,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",70,"romania",5,0,4,6,3,3,4,3,3,6,5,6,4,1,3,5,5,2,1,3,2,1,0,0,0,1,1,1,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",20,"romania",3,0,4,NA,3,4,4,3,3,7,7,10,2,7,5,3,7,5,2,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"male",32,"spain",6,1,NA,2,5,5,5,5,5,7,6,5,5,2,3,4,5,5,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",35,"poland",7,1,NA,5,4,4,4,4,5,7,6,5,5,5,6,6,7,5,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",31,"romania",3,1,NA,5,3,3,4,2,4,3,1,2,10,1,6,3,2,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",35,"hungary",3,1,1,5,4,4,4,3,3,8,8,6,3,1,1,2,3,1,3,3,2,1,1,1,0,1,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"female",56,"hungary",3,0,NA,5,4,5,4,4,4,5,5,5,5,5,7,5,5,10,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",47,"sweden",5,1,NA,7,1,3,3,1,3,0,0,0,10,7,7,1,2,20,4,5,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"male",70,"poland",7,1,NA,7,5,5,5,4,5,10,8,8,5,1,1,5,7,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",59,"romania",5,0,NA,6,3,4,4,3,3,7,6,5,6,1,1,3,2,1,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",55,"romania",6,1,NA,6,3,4,5,4,5,10,9,5,5,1,1,1,1,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",66,"romania",6,0,NA,8,3,4,5,3,5,8,6,7,5,1,1,1,5,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",70,"romania",5,0,NA,6,3,3,4,3,3,5,5,6,6,1,1,3,2,3,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",59,"romania",5,0,NA,6,3,4,4,3,3,7,7,5,6,1,1,2,2,1,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",61,"romania",6,1,NA,4,4,5,5,4,5,8,3,4,7,1,1,4,6,2,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",61,"romania",7,1,NA,3,4,4,4,4,4,8,7,7,5,1,1,1,5,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",59,"romania",5,0,NA,6,3,4,4,3,3,7,7,5,5,1,1,2,3,1,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",72,"germany",7,0,2,9,1,3,4,1,3,3,4,0,10,7,7,1,1,20,4,3,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",55,"romania",6,1,NA,1,3,2,4,4,4,7,3,5,8,1,2,1,5,90,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",64,"romania",7,1,NA,8,2,4,4,2,4,3,3,1,8,4,1,1,2,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",71,"romania",5,0,NA,4,3,4,4,3,4,5,4,4,7,3,6,3,4,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",28,"poland",3,1,NA,10,3,3,3,3,3,0,0,2,10,7,7,1,1,30,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",73,"poland",4,0,2,10,1,4,4,2,4,5,5,7,9,5,7,1,3,1,4,4,2,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,99,1,1,1
"male",30,"romania",6,1,NA,5,4,5,5,4,5,10,10,4,5,1,2,4,5,4,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"hungary",6,1,NA,5,2,3,3,3,2,3,1,0,9,4,7,1,1,40,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",32,"romania",7,1,NA,7,4,5,4,4,4,8,8,6,7,2,3,4,5,5,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",20,"hungary",3,0,NA,5,1,2,3,5,4,6,1,2,8,7,6,1,1,15,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",20,"hungary",0,0,NA,6,3,2,4,4,5,8,3,5,7,3,4,3,4,10,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",79,"hungary",6,NA,NA,4,4,2,4,4,3,NA,NA,6,7,2,2,1,2,10,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",24,"romania",3,0,NA,8,2,3,4,2,3,0,2,2,10,5,7,1,3,5,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"hungary",3,1,NA,5,2,2,3,2,3,3,3,0,10,7,7,1,2,20,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",26,"hungary",7,1,NA,5,3,4,4,4,3,5,4,5,8,1,1,1,1,10,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",60,"romania",4,1,NA,5,2,2,4,2,4,2,1,1,9,2,3,1,5,5,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",34,"romania",5,1,NA,7,4,4,4,4,3,8,6,7,6,2,3,6,5,10,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"hungary",7,1,NA,6,4,4,5,3,4,8,7,7,5,1,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"male",56,"hungary",3,1,NA,9,3,4,4,3,3,7,6,8,5,2,4,3,3,15,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"poland",7,1,NA,10,4,4,4,4,4,5,3,10,8,1,3,1,5,4,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",21,"romania",3,0,NA,10,3,4,4,3,4,7,10,10,0,1,4,1,1,1,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",27,"romania",6,0,NA,NA,3,3,4,3,3,5,5,5,5,5,7,NA,NA,50,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",51,"uk",3,1,1,7,3,3,3,3,2,5,0,5,8,6,3,2,2,15,5,5,5,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",20,"hungary",3,0,2,5,3,3,4,4,3,5,3,5,8,5,6,3,3,10,3,4,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"female",63,"poland",3,0,NA,5,3,3,5,5,5,6,0,3,8,5,7,2,6,3,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",28,"spain",4,1,NA,2,4,5,5,4,4,7,7,5,7,2,5,5,4,30,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",27,"hungary",3,0,NA,6,5,5,5,5,5,5,5,2,8,2,4,3,3,7,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",54,"hungary",4,1,NA,5,2,1,3,2,2,2,0,0,10,5,6,1,2,10,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",41,"hungary",2,0,1,NA,5,1,5,5,1,1,0,0,10,7,7,1,1,10,3,3,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",71,"hungary",7,0,NA,5,4,4,4,4,4,4,1,1,9,7,7,1,1,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",44,"hungary",7,1,NA,2,5,5,5,5,5,10,10,10,0,1,1,7,6,7,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",23,"hungary",3,0,1,5,4,5,4,4,4,8,7,10,5,2,2,4,6,10,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",30,"hungary",7,1,1,5,3,4,4,3,4,7,5,5,5,1,4,4,3,2,1,1,1,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1
"female",25,"hungary",6,1,NA,5,2,2,4,3,2,4,5,7,5,1,5,NA,5,20,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",37,"hungary",4,1,NA,5,3,3,3,3,3,8,5,5,8,5,6,4,5,5,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",32,"hungary",4,1,NA,5,1,3,3,1,1,0,0,0,10,7,7,1,1,4,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",67,"hungary",3,0,1,1,5,4,5,5,4,8,8,8,NA,1,1,1,6,2,1,1,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"female",48,"hungary",6,1,1,5,3,4,5,2,4,1,5,6,8,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"male",47,"hungary",2,1,NA,5,3,3,4,3,3,2,2,2,10,6,6,1,3,4,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",43,"romania",3,0,NA,9,5,5,5,5,5,10,10,10,0,1,1,7,7,5,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",26,"sweden",3,0,NA,9,4,5,4,3,3,4,3,0,10,2,5,6,2,20,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",30,"poland",3,1,NA,5,2,3,5,4,2,8,1,2,5,1,6,1,1,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",73,"sweden",6,0,NA,8,2,4,4,2,3,0,0,0,10,4,4,1,2,15,5,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",18,"romania",3,0,1,5,3,5,5,3,5,9,NA,NA,8,1,4,7,4,10,1,2,2,1,1,0,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"female",60,"uk",6,0,NA,5,3,4,5,3,3,6,4,2,2,5,1,5,5,80,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",26,"poland",6,1,2,1,3,3,4,4,3,5,4,7,7,2,3,6,5,2,1,1,1,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",20,"hungary",2,0,NA,0,1,3,3,3,3,5,0,4,4,3,3,3,3,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",24,"spain",4,0,NA,2,5,5,3,5,5,7,NA,2,NA,1,NA,7,6,20,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",71,"hungary",2,0,2,2,3,3,5,2,3,3,1,2,10,2,3,3,1,20,2,3,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",37,"hungary",4,1,2,5,4,4,4,4,4,NA,NA,NA,7,4,5,3,4,20,3,NA,2,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1
"female",22,"sweden",6,0,NA,5,3,2,2,4,3,NA,6,4,6,3,2,2,4,25,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",30,"germany",3,1,2,6,5,5,5,5,5,7,1,1,6,3,5,1,1,50,2,5,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"female",18,"poland",2,0,NA,4,2,3,4,4,5,6,4,5,8,3,4,1,1,7,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"hungary",8,1,NA,6,3,3,4,3,4,6,4,4,7,5,5,4,4,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",20,"hungary",3,1,NA,8,2,2,4,2,4,6,6,5,8,2,2,2,2,15,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",67,"hungary",6,NA,NA,3,4,2,2,NA,2,NA,NA,NA,7,6,2,1,1,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"sweden",8,0,NA,8,3,5,4,3,3,1,6,1,7,2,3,3,5,20,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",24,"poland",7,0,NA,2,4,4,5,4,4,6,5,6,5,2,2,3,5,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",55,"hungary",6,1,NA,2,4,3,5,4,4,6,7,7,5,1,1,5,5,1,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",63,"sweden",5,1,NA,4,3,4,5,4,5,6,7,4,7,5,5,6,7,25,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",19,"poland",3,0,2,7,3,3,4,5,3,3,0,0,6,3,4,3,4,5,4,4,5,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,99,1,1,1
"male",19,"romania",3,1,NA,5,3,5,5,3,4,4,6,4,6,2,2,3,5,2,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",31,"romania",3,1,NA,10,4,4,5,3,3,NA,3,NA,5,3,4,5,5,3,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",57,"uk",3,0,2,5,4,4,4,4,4,7,4,4,7,3,3,4,3,15,5,NA,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",61,"romania",6,1,NA,4,3,4,4,3,5,5,4,5,3,1,4,4,7,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"romania",3,1,NA,0,4,4,4,4,4,10,10,10,0,1,3,5,7,2,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"poland",6,1,NA,NA,2,2,3,2,2,1,0,0,10,7,7,7,1,10,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",31,"hungary",2,0,NA,5,3,3,4,3,3,5,5,5,10,NA,NA,NA,4,20,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"sweden",7,1,NA,0,5,5,5,5,5,10,10,10,NA,1,1,6,7,6,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",25,"sweden",6,0,NA,7,5,5,5,5,4,10,6,10,5,3,2,4,2,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",36,"germany",3,1,NA,5,4,4,3,4,3,8,10,5,5,1,3,NA,5,30,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",50,"germany",2,1,1,7,3,3,4,2,3,8,6,3,10,2,6,1,1,25,3,3,4,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1
"female",37,"germany",3,1,NA,7,3,3,3,2,2,1,3,0,10,7,7,1,1,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",39,"sweden",3,1,NA,6,3,4,4,3,4,5,5,5,7,5,5,4,4,35,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",67,"hungary",3,0,NA,0,4,3,5,4,4,6,5,6,7,3,4,NA,4,10,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",23,"romania",6,1,5,5,3,5,4,2,3,9,5,5,5,4,4,4,5,18,1,5,NA,1,0,0,0,1,1,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",34,"poland",3,0,NA,10,3,2,4,3,3,5,0,5,7,7,6,1,4,4,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",24,"romania",7,1,NA,6,3,3,2,3,4,4,7,8,6,6,6,2,2,5,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",69,"sweden",2,0,NA,7,4,5,4,4,4,1,1,1,10,6,4,2,2,100,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",45,"uk",3,1,NA,5,3,3,2,3,3,0,0,0,10,3,4,1,1,5,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",51,"hungary",5,1,NA,8,4,4,4,4,4,5,3,5,7,7,3,1,3,6,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",61,"romania",5,0,NA,10,4,5,5,5,5,10,10,10,4,1,4,6,5,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",50,"sweden",5,1,NA,2,1,4,3,1,2,2,NA,3,10,4,4,1,1,30,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",70,"germany",8,0,NA,8,5,4,4,4,4,5,7,4,8,2,3,5,6,12,NA,3,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",51,"romania",4,1,NA,NA,3,5,4,3,4,6,10,0,0,6,2,6,3,90,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"spain",7,0,NA,5,3,5,5,3,3,6,5,0,10,4,4,4,4,30,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",45,"poland",6,1,NA,5,3,3,3,3,3,5,5,5,5,3,3,1,2,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",20,"spain",1,0,NA,0,1,5,5,5,5,5,5,8,5,5,6,3,5,5,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",71,"uk",2,0,NA,6,2,3,3,2,3,2,2,2,10,NA,NA,NA,NA,60,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",52,"sweden",2,1,NA,8,2,4,1,3,3,0,5,0,10,5,1,1,2,75,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",57,"germany",2,0,NA,10,4,3,3,5,5,6,3,0,10,6,3,1,1,50,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",51,"sweden",3,0,NA,7,3,2,3,3,1,0,0,0,10,7,2,1,3,80,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",66,"poland",3,0,NA,4,4,3,4,3,2,5,0,0,10,7,7,5,6,20,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",19,"poland",4,0,NA,7,3,2,4,5,4,4,3,3,5,3,4,2,2,15,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",18,"germany",2,0,NA,8,2,3,3,2,3,2,0,0,10,6,7,1,1,40,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
