"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"female",34,"poland",7,0,NA,5,3,4,5,4,4,6,3,5,7,1,3,5,6,4,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",44,"poland",7,1,NA,6,4,3,5,4,5,5,4,4,6,2,6,4,4,20,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",48,"poland",3,1,NA,7,3,3,3,4,3,6,5,6,4,4,4,4,5,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",73,"spain",4,0,NA,4,5,5,5,5,5,8,7,1,9,2,5,5,5,10,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"spain",2,0,NA,6,4,4,4,4,3,7,7,5,6,1,2,6,5,20,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",53,"spain",3,0,NA,5,5,3,5,4,3,5,3,4,5,1,1,4,4,12,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",58,"poland",4,1,NA,1,3,2,4,3,4,4,4,2,8,4,4,4,4,9,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",74,"romania",6,0,NA,1,3,3,4,3,3,2,2,4,9,NA,NA,2,2,10,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",48,"poland",6,1,NA,0,4,4,5,4,5,5,3,3,5,1,5,1,6,20,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"spain",6,1,NA,8,4,3,5,4,3,1,7,0,5,6,6,1,2,20,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",41,"hungary",2,1,NA,NA,3,2,3,2,3,1,2,1,7,2,5,1,1,8,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",49,"romania",6,0,NA,5,3,5,4,5,5,0,0,0,7,1,1,1,1,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",18,"sweden",4,0,NA,9,4,3,2,3,3,4,5,5,6,3,4,4,3,40,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",24,"hungary",3,1,NA,5,3,4,4,3,3,5,0,3,7,3,5,2,2,20,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",21,"romania",4,1,NA,5,5,4,4,4,4,7,5,5,5,4,3,3,5,40,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"hungary",3,0,NA,5,4,3,3,4,4,NA,NA,NA,NA,1,1,NA,NA,3,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",44,"spain",5,1,NA,10,3,5,5,5,5,5,3,3,10,3,7,6,5,30,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",22,"hungary",2,0,NA,0,4,2,3,2,4,4,3,3,8,3,5,3,2,5,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",25,"hungary",7,1,NA,9,2,3,4,2,3,5,5,5,6,4,5,2,3,10,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"romania",1,1,NA,10,4,5,5,4,5,8,8,10,4,1,4,1,7,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",23,"germany",3,0,1,4,3,3,3,3,3,5,NA,5,NA,1,2,1,1,4,2,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"female",29,"poland",7,1,NA,5,2,2,4,3,5,2,0,1,9,5,6,2,3,10,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",44,"hungary",6,1,NA,5,4,3,3,4,4,5,2,2,8,4,4,1,4,2,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",45,"romania",7,1,4,8,2,2,4,2,4,6,5,5,4,4,4,4,3,5,3,2,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",25,"romania",3,0,NA,5,5,3,3,4,4,5,5,6,7,2,4,4,4,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",49,"romania",6,1,4,5,1,3,3,1,3,2,4,3,8,7,7,1,2,1,5,3,3,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1
"female",23,"romania",6,1,NA,5,3,3,4,3,4,5,0,3,5,2,5,2,3,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",43,"poland",7,1,NA,6,1,2,4,1,3,0,0,0,10,7,5,1,1,2,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",45,"poland",7,1,2,5,4,3,4,4,4,4,1,2,7,6,7,1,7,10,2,2,2,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",37,"romania",6,1,NA,6,2,4,4,2,5,7,6,0,8,7,7,1,1,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",47,"romania",3,1,NA,8,3,2,3,2,4,5,5,4,3,5,6,1,2,1,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"spain",5,1,1,5,2,3,5,2,3,1,0,0,9,4,7,2,2,10,2,4,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"male",62,"hungary",6,1,1,2,3,2,5,3,1,5,5,5,10,4,7,1,1,1,2,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"male",66,"hungary",6,1,NA,1,4,2,4,3,3,0,0,6,10,6,7,1,3,1,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",62,"poland",7,0,NA,5,3,3,5,4,5,5,6,10,5,1,NA,NA,4,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"sweden",7,0,NA,3,5,4,3,5,5,10,10,8,5,3,1,6,6,20,NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",56,"poland",3,1,1,3,3,4,5,4,5,10,9,7,5,1,1,3,3,10,1,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",28,"spain",7,1,NA,4,3,4,4,3,4,9,6,5,5,1,3,7,5,6,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"sweden",3,1,66,8,4,4,4,3,3,5,5,3,5,4,4,4,4,20,4,2,3,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",25,"sweden",3,1,NA,7,5,5,5,5,3,3,7,5,5,1,1,6,6,20,3,3,2,1,0,1,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1,1,1
"male",42,"sweden",4,1,NA,7,4,4,4,4,4,8,7,7,6,1,1,2,5,10,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",62,"poland",6,0,NA,6,3,3,4,NA,2,6,5,5,4,3,NA,1,5,1,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"poland",7,1,1,1,3,2,4,3,3,7,3,3,5,4,4,5,5,2,2,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"female",23,"sweden",3,0,NA,7,4,5,4,4,3,5,6,0,10,4,5,4,4,30,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",63,"hungary",3,0,NA,2,4,4,4,3,3,5,5,5,7,3,5,1,1,70,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",56,"sweden",3,1,NA,5,5,4,5,4,4,NA,7,7,NA,2,2,4,5,5,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",56,"sweden",3,1,NA,3,4,3,4,4,3,7,7,NA,NA,NA,2,5,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",36,"sweden",6,1,NA,7,4,5,4,4,4,9,8,7,5,1,1,4,5,8,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",18,"germany",3,0,NA,4,4,4,4,4,4,6,8,5,5,1,2,4,5,20,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",24,"sweden",6,1,NA,8,2,4,5,2,3,3,5,2,10,4,4,2,3,9,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",68,"sweden",4,0,NA,5,3,5,4,3,3,8,8,10,7,2,2,4,6,20,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",55,"poland",3,0,NA,10,2,3,4,2,4,7,5,5,NA,5,5,1,4,1,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",73,"poland",7,0,NA,0,3,4,5,3,4,4,4,4,NA,1,2,1,4,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",21,"hungary",3,NA,NA,5,NA,2,4,3,NA,NA,NA,5,NA,4,4,NA,4,40,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",20,"hungary",4,1,5,5,1,4,5,2,1,0,0,5,10,7,7,1,1,10,5,5,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",32,"hungary",5,1,2,3,3,4,4,4,4,7,7,8,6,4,5,5,4,20,2,1,1,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",24,"hungary",3,1,NA,5,1,4,4,2,1,6,5,5,5,7,7,3,3,20,NA,5,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"hungary",2,0,1,5,1,3,3,1,3,4,0,0,10,7,7,1,1,2,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",66,"hungary",7,0,NA,7,4,4,5,3,3,4,2,5,7,2,7,3,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",52,"hungary",2,1,NA,NA,2,4,4,2,2,2,5,1,10,5,5,1,1,20,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",33,"hungary",3,0,NA,NA,5,5,5,5,5,3,0,0,10,7,7,7,7,40,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",36,"romania",7,1,1,5,5,5,5,5,5,10,10,10,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",68,"sweden",5,0,NA,4,4,5,4,4,4,3,4,1,10,4,6,1,3,6,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"romania",3,1,NA,5,3,5,5,5,5,10,5,0,10,7,7,1,2,100,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",57,"hungary",3,0,NA,5,1,4,4,4,3,1,0,2,7,1,7,1,1,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",71,"poland",6,0,2,4,4,2,4,3,3,8,2,3,8,6,7,3,6,0,2,5,4,1,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1
"male",28,"romania",3,1,NA,3,3,4,4,3,4,10,10,7,5,2,4,4,4,10,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",68,"hungary",7,0,NA,1,1,1,1,1,1,0,0,0,10,7,7,1,1,4,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",53,"hungary",5,0,66,9,2,2,2,2,2,1,1,1,10,5,6,1,1,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1
"male",41,"hungary",2,1,NA,2,3,5,5,3,3,8,8,8,2,4,4,4,4,5,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",47,"hungary",6,1,NA,5,3,4,4,3,4,5,4,NA,5,2,5,2,2,5,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",66,"poland",7,1,NA,5,5,5,5,5,5,10,10,10,5,1,1,4,7,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",40,"romania",6,1,NA,3,3,3,3,3,4,5,6,5,NA,1,2,6,6,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",37,"hungary",7,1,NA,0,5,4,4,5,4,5,8,7,3,1,1,7,7,2,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",55,"hungary",3,1,NA,5,4,4,5,4,4,5,10,5,9,1,7,2,4,5,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",65,"hungary",3,0,1,6,5,3,4,5,4,6,7,7,5,1,1,5,5,2,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"male",59,"hungary",3,0,2,7,4,4,4,4,3,6,5,5,7,5,4,2,2,20,3,1,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",50,"hungary",3,1,6,6,4,5,5,4,4,6,6,5,5,3,5,2,4,30,2,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",60,"hungary",4,1,NA,7,4,4,4,4,4,4,5,3,7,2,5,4,3,15,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",65,"hungary",2,1,NA,4,4,1,4,1,1,0,0,0,10,7,7,1,1,7,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"hungary",3,1,NA,2,3,3,3,3,3,3,2,5,8,1,1,1,4,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",55,"hungary",3,1,NA,5,4,3,5,5,4,7,4,6,7,1,1,7,4,8,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",59,"romania",3,NA,NA,5,2,5,5,4,4,10,7,10,5,4,7,1,4,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",65,"romania",4,0,NA,9,5,4,3,4,5,10,10,10,1,1,6,6,7,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",62,"romania",6,0,NA,8,4,4,5,4,5,10,10,10,1,1,1,5,6,4,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",69,"poland",3,0,2,4,4,4,5,4,5,10,7,8,5,1,1,4,4,2,1,2,2,1,1,1,0,1,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",63,"poland",7,1,2,0,5,3,3,3,3,5,5,10,5,4,4,4,4,20,5,1,1,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1,1,1
"male",65,"poland",6,0,NA,5,2,3,4,1,3,0,0,1,10,6,6,1,2,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",49,"hungary",7,1,NA,5,4,4,4,4,4,8,8,5,5,1,1,NA,4,3,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",28,"romania",6,1,NA,5,4,4,4,4,4,4,0,5,5,4,4,4,4,35,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",47,"sweden",2,0,NA,10,1,4,4,1,4,0,0,0,10,7,7,1,1,50,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",65,"hungary",6,0,NA,5,4,4,4,4,4,5,5,5,5,1,1,4,4,1,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",21,"romania",3,0,NA,5,4,4,5,3,4,7,8,7,2,2,3,5,5,7,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"sweden",4,1,NA,3,5,5,3,5,5,4,5,5,8,6,2,4,6,30,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",31,"poland",4,1,1,5,1,5,5,1,3,3,5,0,10,7,7,1,1,25,5,1,1,1,0,0,0,1,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",59,"poland",3,1,NA,8,2,2,4,3,3,6,6,NA,6,2,3,1,4,3,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"poland",3,1,NA,3,5,2,5,3,1,5,0,3,10,7,1,3,4,1,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",26,"romania",7,1,NA,6,3,5,5,4,5,10,7,10,7,2,2,4,5,2,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",76,"hungary",6,0,NA,NA,1,2,2,1,2,1,NA,0,10,2,3,2,1,5,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",64,"hungary",3,0,NA,6,2,3,4,3,4,2,1,5,7,2,5,3,4,15,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",67,"romania",2,1,NA,0,NA,3,5,3,5,0,0,0,10,7,7,NA,NA,1,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",56,"romania",6,1,NA,8,4,4,5,4,4,8,1,5,7,2,6,3,6,10,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",63,"romania",5,1,NA,NA,3,4,5,3,3,5,NA,NA,8,3,6,4,2,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",57,"romania",6,0,NA,8,2,5,5,2,5,8,9,9,9,1,1,1,3,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",64,"romania",3,1,NA,5,3,4,4,3,4,7,7,8,3,1,1,1,1,1,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",36,"romania",4,1,NA,NA,4,5,5,5,5,5,4,5,7,1,6,1,2,1,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"romania",6,1,4,5,2,5,5,3,5,5,3,5,6,2,2,1,6,10,3,1,1,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"male",34,"romania",7,1,NA,8,3,5,5,4,5,5,7,10,0,1,1,6,6,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",63,"romania",6,1,NA,9,2,4,4,2,4,5,5,3,7,6,6,1,4,1,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",45,"poland",4,1,NA,5,5,5,5,5,5,10,10,10,5,1,1,3,2,2,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",52,"germany",2,1,NA,10,5,5,4,4,3,9,1,0,9,5,6,1,2,90,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",28,"hungary",7,1,NA,5,3,5,5,1,4,5,7,7,7,1,5,1,4,10,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",31,"hungary",6,1,2,5,2,3,3,2,4,5,0,3,8,4,4,4,2,1,1,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"male",18,"hungary",3,0,2,4,2,5,5,3,4,8,NA,6,5,1,1,3,5,12,1,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"male",41,"hungary",6,1,NA,8,4,4,5,4,5,5,1,0,10,1,6,1,1,2,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",66,"hungary",6,0,NA,6,2,2,3,3,3,6,NA,2,8,2,6,1,2,3,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"hungary",2,1,NA,5,NA,NA,NA,NA,NA,0,0,5,8,NA,6,1,1,10,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",58,"poland",3,1,NA,2,4,5,5,4,5,7,8,10,7,1,2,5,7,10,NA,5,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",20,"romania",2,1,NA,10,4,1,5,4,5,0,10,5,5,5,3,4,3,5,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",53,"hungary",3,1,NA,7,4,5,5,5,5,8,6,6,7,1,2,3,4,10,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",45,"hungary",4,1,5,5,4,5,5,4,4,9,9,8,5,1,1,2,5,1,1,2,1,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1
"male",23,"hungary",3,0,NA,4,3,3,3,4,4,6,7,5,8,2,4,3,2,15,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",44,"hungary",2,1,NA,0,3,2,3,3,3,1,1,0,10,5,6,1,2,1,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",50,"hungary",7,1,3,8,3,5,4,4,4,7,5,5,5,2,2,4,5,2,3,1,1,1,1,1,0,1,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"female",71,"hungary",6,0,NA,1,5,5,5,4,4,5,5,5,5,2,1,2,3,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",33,"hungary",6,1,5,2,3,3,4,2,2,5,3,2,7,2,3,2,2,1,2,1,3,1,1,1,0,0,0,0,1,3,0,1,0,NA,NA,NA,NA,2,1,1,1
"female",58,"hungary",2,0,NA,5,2,4,4,3,2,NA,3,NA,NA,2,7,2,2,2,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",61,"romania",5,NA,NA,9,3,4,4,3,4,NA,NA,4,8,2,5,1,2,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",59,"romania",5,0,NA,5,3,4,4,3,3,8,7,5,5,1,1,4,2,1,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",47,"uk",6,0,NA,0,5,5,5,5,3,3,4,2,10,4,3,3,6,30,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
