"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum"
"male",65,"spain",5,0,2,4,4,5,4,4,5,8,5,8,6,1,1,7,6,30,2,1,1,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,22
"female",51,"germany",4,1,1,5,4,5,4,3,4,8,6,6,8,4,5,4,4,40,2,2,2,1,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"female",25,"poland",6,0,2,5,3,4,4,3,4,5,4,NA,5,4,5,3,4,5,3,3,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,18
"female",39,"germany",4,1,2,5,3,4,4,3,3,6,5,4,7,5,4,3,4,50,3,3,3,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",42,"spain",3,0,1,4,2,3,4,3,3,5,4,5,7,2,3,3,4,20,3,2,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,15
"male",36,"germany",5,1,1,8,4,3,4,4,2,6,6,5,5,4,6,3,4,40,3,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",75,"uk",2,0,1,5,3,4,4,3,3,2,0,0,10,5,6,1,2,20,5,5,5,1,0,1,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"female",20,"poland",3,1,2,3,3,3,5,4,3,8,6,5,3,3,4,3,3,10,3,1,2,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,18
"female",31,"spain",6,1,1,7,2,5,5,3,4,8,6,5,7,3,3,4,5,40,2,2,2,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"female",31,"uk",6,1,1,5,4,4,4,4,4,5,4,5,6,2,2,3,5,5,1,2,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,20
"female",20,"poland",3,1,1,4,3,4,4,5,5,7,6,5,6,1,1,NA,3,4,2,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,21
"male",63,"uk",7,0,2,5,4,4,3,4,3,9,6,4,6,4,4,5,5,30,3,3,4,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1,1,1,1,18
"female",22,"germany",3,0,2,2,1,3,3,1,5,5,3,0,10,1,5,1,1,20,1,4,4,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,13
"female",23,"hungary",4,1,66,5,1,4,4,2,5,3,0,0,10,5,7,1,3,10,1,4,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,16
"female",38,"sweden",7,1,NA,10,1,4,4,1,4,0,0,0,10,7,7,1,1,25,3,3,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,14
"female",62,"germany",3,0,1,2,4,5,5,3,5,5,7,8,5,1,2,3,6,6,1,2,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,22
"male",28,"sweden",6,1,NA,3,5,5,5,5,5,10,10,7,10,4,2,3,6,13,3,2,3,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,25
"male",57,"uk",7,1,2,8,2,5,4,1,1,7,7,2,9,2,3,1,2,18,1,4,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,13
"female",22,"poland",6,1,2,6,4,2,3,3,3,3,2,4,6,3,4,5,6,10,2,3,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,15
"male",32,"spain",6,1,1,5,2,3,3,2,2,5,4,2,6,2,1,2,3,12,1,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,12
"female",31,"uk",3,1,3,8,2,2,3,2,1,4,1,1,8,6,6,3,3,55,5,5,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,10
"female",40,"hungary",5,1,1,6,3,4,5,3,5,6,6,6,6,3,3,3,3,10,2,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,20
"female",24,"hungary",3,0,1,3,3,3,3,3,3,7,7,5,5,1,2,4,4,1,1,1,1,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,15
"male",51,"poland",3,0,2,5,4,4,4,4,4,6,8,6,5,1,1,1,3,3,2,2,2,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"male",57,"germany",2,0,3,6,3,3,5,1,3,6,1,0,10,7,6,2,1,20,1,4,5,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,15
"female",54,"sweden",3,1,NA,7,4,4,3,3,3,0,3,0,10,6,3,1,2,20,4,4,4,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"female",68,"germany",3,0,3,3,4,3,3,3,2,8,7,5,1,1,3,3,5,20,1,2,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"male",31,"sweden",6,1,NA,7,4,5,4,4,5,10,8,10,3,2,2,5,5,30,2,4,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,22
"male",77,"uk",2,0,5,6,4,5,4,3,2,7,6,4,6,4,6,3,5,1,2,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,18
"male",47,"germany",7,1,1,3,4,3,5,4,4,5,5,3,8,2,4,3,4,5,2,3,3,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"female",60,"spain",4,0,2,5,2,4,4,3,3,5,5,1,10,5,4,3,3,22,4,4,5,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,16
"female",70,"uk",7,0,5,5,4,4,4,4,4,7,7,5,5,1,2,4,4,8,3,3,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"female",79,"uk",3,0,1,10,3,4,4,4,2,8,5,5,8,4,3,5,6,25,5,4,2,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",29,"sweden",3,1,NA,5,4,3,3,3,3,6,4,4,6,5,5,3,4,30,3,3,4,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1,0,16
"female",23,"hungary",2,1,2,7,3,3,3,4,2,6,5,5,7,7,4,5,4,10,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,1,NA,NA,2,1,1,1,0,15
"male",64,"poland",3,0,5,NA,1,5,5,3,4,10,10,10,1,1,7,5,2,8,5,3,3,1,0,1,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,18
"female",77,"uk",3,0,1,4,4,5,5,4,4,8,7,NA,7,2,3,2,5,10,1,2,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"male",27,"poland",3,1,2,7,4,4,5,4,5,10,9,8,4,2,1,1,3,1,3,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"male",79,"sweden",1,0,NA,4,5,5,4,4,4,5,5,5,7,2,6,5,6,30,2,3,3,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"male",68,"sweden",3,0,NA,7,5,5,4,4,4,8,7,8,6,1,1,6,5,15,3,2,3,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"female",66,"uk",6,0,1,4,4,4,4,4,3,9,5,7,5,4,4,5,3,10,3,2,4,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,19
"female",64,"sweden",3,0,NA,2,3,3,3,3,3,5,5,5,5,2,2,2,2,50,2,3,3,1,0,0,1,0,0,1,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"female",44,"poland",3,0,2,9,4,3,4,4,4,5,2,5,5,1,4,3,5,3,4,2,1,1,0,0,0,1,1,1,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,19
"female",25,"romania",3,1,4,5,3,4,4,3,3,6,5,5,5,3,3,4,4,10,NA,1,1,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,17
"female",27,"romania",6,1,4,NA,4,3,5,4,5,6,5,5,7,4,5,4,6,30,4,5,5,1,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,21
"female",38,"sweden",3,1,NA,3,4,5,5,4,4,7,7,7,6,2,2,4,4,15,3,3,3,1,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"female",69,"uk",2,0,1,0,2,4,3,3,3,5,5,NA,5,1,1,5,5,10,3,3,3,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"male",35,"uk",3,0,3,7,2,4,4,2,3,2,0,5,10,5,3,1,1,8,4,5,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"female",25,"poland",7,1,2,10,2,4,2,2,3,2,3,5,6,5,5,1,1,2,4,5,5,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,13
"male",46,"sweden",3,1,NA,5,NA,4,3,NA,NA,0,NA,0,10,7,3,1,5,80,1,4,4,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,NA
"male",66,"germany",5,0,1,2,3,4,4,4,4,8,8,9,2,1,1,4,4,10,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,19
"male",63,"poland",2,NA,2,8,3,2,3,3,3,5,0,5,10,1,7,5,5,1,4,3,2,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,14
"male",37,"sweden",8,1,NA,7,5,5,4,4,4,5,5,3,7,4,5,4,5,15,4,4,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,22
"male",71,"germany",2,0,3,5,2,4,4,2,2,7,6,3,8,5,5,3,4,45,5,2,2,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,14
"male",49,"sweden",3,1,NA,9,3,4,3,3,4,5,6,3,3,5,5,2,2,15,3,2,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",37,"romania",3,1,4,5,3,3,4,3,3,5,5,5,5,4,4,4,4,6,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,16
"female",41,"uk",3,1,1,5,3,4,3,3,3,5,3,5,7,3,3,3,4,15,4,4,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,16
"female",20,"romania",3,0,4,5,4,4,5,5,5,9,5,5,3,2,3,5,4,28,3,3,3,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,23
"male",69,"poland",6,0,2,8,3,3,5,4,4,9,9,9,5,1,1,6,6,4,1,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,19
"male",63,"poland",7,0,5,5,4,3,5,3,5,5,5,6,2,3,5,4,4,1,2,2,1,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"female",63,"germany",6,1,2,5,4,4,4,4,3,9,10,6,7,1,4,5,5,2,1,1,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"female",71,"sweden",2,0,3,9,3,4,4,3,3,0,4,1,10,5,6,4,4,20,5,2,2,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"male",55,"sweden",4,1,NA,7,3,3,3,3,3,3,7,3,7,6,3,1,1,20,4,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,15
"female",72,"germany",2,0,1,3,5,5,5,5,5,9,10,5,5,1,1,5,6,30,2,1,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,25
"female",46,"sweden",6,0,3,3,5,5,4,4,4,8,8,6,7,1,3,4,6,3,1,2,1,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,22
"female",57,"sweden",6,1,NA,5,4,4,3,4,3,3,5,0,10,6,7,2,5,15,4,4,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,18
"female",48,"germany",3,0,3,5,5,5,4,4,5,6,8,6,8,3,5,4,5,50,4,3,3,1,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,23
"male",47,"germany",3,0,1,5,3,3,3,3,3,5,5,5,8,4,4,4,4,40,4,4,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"female",64,"sweden",4,0,NA,10,2,3,3,2,2,1,3,0,10,5,6,1,3,16,4,4,4,1,0,1,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,12
"female",43,"uk",6,1,2,4,2,1,1,2,1,0,0,0,10,6,7,2,3,5,5,5,5,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,7
"male",43,"sweden",4,1,NA,3,2,3,3,2,3,0,5,0,10,6,2,1,1,40,5,4,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,13
"male",65,"poland",3,1,66,5,3,2,3,NA,1,4,2,2,9,6,4,2,2,2,4,4,1,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,NA
"female",22,"romania",4,0,4,5,3,3,5,4,3,1,3,5,7,4,2,3,3,50,3,4,4,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"male",52,"hungary",7,1,5,6,4,2,2,2,2,6,4,4,5,3,4,3,5,15,3,4,3,1,1,1,0,0,0,1,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,1,12
"male",28,"poland",1,1,2,5,3,3,3,4,4,5,6,5,1,4,4,4,4,20,4,5,5,1,0,0,0,0,0,1,0,1,1,0.333333333333333,0.25,NA,1,NA,NA,2,1,1,1,0,17
"female",75,"hungary",7,0,3,9,3,3,5,3,3,3,3,3,9,1,4,2,3,5,5,2,5,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,17
"female",28,"poland",7,1,2,5,2,2,3,3,4,6,6,4,7,2,3,3,2,20,5,3,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,14
"female",59,"romania",6,0,4,7,4,3,4,5,5,8,5,5,8,5,6,2,3,10,2,2,3,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,21
"male",25,"romania",6,1,4,8,2,5,4,3,1,0,0,0,0,4,3,5,3,10,3,1,2,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,15
"female",29,"romania",3,1,4,2,4,4,4,4,4,5,2,3,2,1,4,1,2,50,3,2,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"male",40,"romania",3,1,1,10,4,4,4,3,4,6,10,5,NA,1,1,3,7,7,1,1,2,1,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"female",56,"poland",3,0,2,5,4,4,4,4,4,1,1,2,10,6,6,1,4,30,2,2,2,1,1,1,0,1,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,20
"female",39,"sweden",6,0,NA,3,4,4,4,4,4,5,5,5,8,3,5,3,5,20,5,4,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,20
"male",54,"hungary",6,1,1,5,4,4,4,4,4,7,5,5,7,4,4,4,4,4,3,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",55,"uk",2,1,1,3,3,4,2,3,1,7,6,7,7,4,4,3,3,33,4,4,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,13
"female",69,"hungary",6,0,2,5,5,5,5,5,5,10,10,7,4,1,1,6,7,5,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,25
"female",43,"poland",4,1,2,2,4,3,4,4,4,5,5,5,5,2,2,4,7,10,1,1,1,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,19
"female",69,"uk",6,0,6,5,3,5,4,4,NA,8,5,8,7,4,5,6,6,40,2,5,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,NA
"female",57,"sweden",2,0,NA,5,3,3,3,3,3,5,5,2,8,6,7,4,4,30,3,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"female",33,"hungary",3,1,1,5,2,3,3,4,2,4,3,3,7,4,6,2,3,12,3,3,3,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,14
"male",35,"hungary",3,1,2,5,3,4,4,3,4,5,5,4,5,6,4,3,2,4,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"female",38,"germany",5,1,1,8,3,4,5,3,3,8,7,0,10,7,7,1,1,5,1,2,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"female",73,"poland",7,0,2,10,3,3,3,3,3,NA,5,5,5,4,4,4,4,5,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,15
"male",37,"hungary",3,1,2,6,2,4,4,3,4,NA,4,2,10,3,5,5,3,8,1,4,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"male",38,"poland",4,1,2,8,3,3,3,3,3,4,3,3,8,2,5,1,2,2,2,3,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,15
"male",34,"hungary",4,1,2,7,3,4,4,3,4,6,5,5,5,1,1,1,1,10,5,2,2,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"female",49,"romania",6,1,3,5,3,4,5,5,5,6,5,6,5,3,4,3,5,1,3,3,2,1,1,0,0,1,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,22
"female",24,"spain",5,0,2,4,5,5,5,5,5,8,7,3,8,2,3,4,6,10,2,3,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"male",38,"poland",3,1,2,3,4,2,4,4,4,4,4,4,5,4,5,4,5,1,2,3,3,1,1,1,0,1,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"female",55,"poland",7,1,2,5,4,3,5,4,3,6,4,1,5,1,2,1,7,5,3,2,3,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,19
"female",28,"hungary",7,1,3,4,5,5,5,5,5,7,6,NA,5,1,1,4,7,10,1,1,1,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,1,25
"female",31,"hungary",6,1,2,4,4,4,4,4,4,6,6,5,6,3,6,5,3,30,1,2,2,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",31,"hungary",6,1,2,6,3,4,4,4,4,6,6,7,4,2,3,3,3,10,2,1,2,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"female",61,"poland",7,1,1,2,4,4,4,4,4,10,10,10,10,2,3,5,5,2,1,3,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"female",30,"poland",7,1,2,5,4,4,4,4,4,10,10,10,8,1,1,3,3,5,1,2,2,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"female",53,"poland",3,1,2,3,4,4,4,4,4,6,8,8,4,6,3,5,5,1,1,1,2,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,20
"female",37,"sweden",3,1,NA,8,4,5,5,4,5,7,3,5,8,2,5,3,5,20,3,3,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,23
"male",38,"sweden",6,1,NA,5,3,5,5,3,3,2,5,2,8,4,3,4,5,27,4,3,4,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,19
"male",39,"poland",7,1,2,5,4,4,5,4,5,8,7,7,5,2,3,2,4,3,1,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,22
"female",42,"sweden",6,1,NA,7,4,4,4,4,4,6,8,5,7,3,1,5,4,17,2,2,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"female",63,"poland",6,0,2,5,3,3,5,5,5,6,5,5,6,1,2,1,5,4,1,2,2,1,1,1,0,1,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,1,21
"female",62,"poland",7,0,1,5,4,3,4,4,4,7,7,3,8,2,5,2,4,9,2,2,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"female",26,"sweden",3,1,NA,3,3,4,4,5,4,4,6,4,8,4,5,2,5,4,3,3,4,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,20
"female",66,"spain",6,0,1,3,4,2,3,4,2,2,3,3,5,4,4,4,4,10,2,3,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,1,15
"female",37,"spain",6,1,1,6,2,4,4,2,2,1,5,0,10,1,1,1,2,30,2,4,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,14
"female",23,"spain",4,1,5,5,3,3,3,3,3,5,0,0,5,3,3,2,3,20,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1,0,15
"female",39,"poland",6,1,2,5,3,3,3,3,3,0,0,0,10,4,5,1,3,10,4,4,3,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1,1,1,1,15
"female",69,"spain",2,0,2,8,3,4,4,4,4,8,7,5,5,2,2,5,5,20,2,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"female",24,"germany",3,0,2,5,4,3,3,4,3,5,5,5,5,4,5,4,4,50,3,3,3,1,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,17
"female",49,"romania",6,1,4,7,3,4,4,3,4,7,7,6,7,1,2,1,4,70,2,1,1,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,18
"female",18,"romania",3,0,4,5,3,3,4,4,4,4,4,NA,5,3,5,2,2,15,3,3,4,1,1,0,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,18
"male",62,"poland",7,1,1,2,5,4,4,5,5,10,10,10,5,1,1,4,6,1,3,3,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,23
"female",27,"sweden",3,0,66,5,4,4,4,5,4,4,5,4,8,3,5,3,5,4,3,2,2,1,1,1,1,0,0,1,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,21
"male",39,"sweden",3,0,NA,5,1,3,5,1,3,5,5,5,5,7,7,2,2,80,5,5,5,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,13
"female",19,"poland",3,1,2,6,2,4,3,3,3,6,4,5,8,4,6,1,3,10,5,4,4,1,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,15
"female",26,"hungary",7,1,1,4,4,3,4,3,3,6,5,5,7,2,4,1,2,5,2,3,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,17
"female",34,"hungary",6,1,2,5,3,3,4,2,3,5,5,5,5,4,6,3,3,20,3,3,3,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,1,15
"male",46,"romania",6,1,5,8,3,3,3,4,4,7,2,5,5,2,3,4,4,3,3,3,NA,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,17
"male",38,"poland",7,1,2,5,4,4,5,4,4,5,5,5,5,3,5,4,4,1,3,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,21
