"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum"
"female",60,"poland",7,1,1,4,4,4,4,4,4,10,10,10,5,1,1,5,6,0,1,2,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"male",35,"uk",6,1,2,7,5,5,5,5,5,10,10,10,5,2,2,7,6,20,5,4,5,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,1,25
"female",55,"poland",3,1,2,10,4,4,4,4,4,9,9,8,8,1,2,4,6,30,2,4,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1,0,20
"male",64,"poland",7,1,1,4,4,4,4,4,4,NA,NA,10,3,1,1,3,3,2,2,1,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"female",39,"spain",4,1,1,5,3,3,5,3,3,5,1,1,7,1,1,2,4,40,4,4,5,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,17
"male",61,"uk",2,1,3,9,3,3,3,3,3,1,1,0,10,4,7,2,2,10,NA,4,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"female",45,"germany",4,0,1,5,3,2,5,5,1,4,0,0,8,7,7,3,1,12,5,5,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,16
"male",35,"romania",3,0,4,10,5,5,5,5,5,10,10,10,10,1,3,5,7,2,5,5,5,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,25
"male",66,"romania",6,1,5,0,4,4,5,4,5,9,9,6,6,4,1,4,5,5,1,1,1,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,22
"female",24,"germany",3,0,1,1,5,5,5,5,5,10,5,9,5,1,1,7,7,9,1,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"male",33,"romania",3,1,4,10,1,5,3,3,3,10,10,10,0,1,1,7,7,50,5,5,5,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,1,NA,2,1,1,1,0,15
"female",30,"poland",7,1,2,9,5,5,4,4,5,10,8,8,9,6,6,6,6,0,4,4,5,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,1,NA,NA,2,1,1,1,1,23
"male",46,"romania",3,1,4,5,5,5,5,5,5,10,10,10,0,1,1,7,4,40,1,5,5,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,25
"female",47,"romania",3,1,4,5,NA,NA,5,4,NA,5,3,6,8,2,6,6,6,30,5,1,1,1,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,NA
"male",68,"poland",7,0,1,2,3,4,5,3,4,7,7,7,5,1,1,NA,4,1,1,1,2,1,1,1,0,1,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"male",44,"romania",6,1,4,7,2,3,4,3,5,4,5,5,5,6,6,6,6,30,4,3,4,1,1,0,0,1,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,17
"female",51,"romania",2,1,5,0,5,5,5,5,5,6,10,5,10,1,7,1,7,5,NA,2,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"female",53,"hungary",3,0,1,5,3,1,5,3,2,0,0,0,10,1,7,4,3,40,1,5,1,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,14
"female",66,"uk",2,0,3,6,4,3,3,3,5,7,0,0,6,7,7,5,4,60,4,5,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"male",81,"uk",6,0,3,8,3,2,4,4,4,4,2,3,7,5,1,4,5,8,5,5,4,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,17
"male",67,"sweden",5,0,NA,9,4,2,2,4,2,4,4,3,6,1,1,1,1,80,4,4,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,14
"male",30,"spain",6,1,2,6,5,5,5,5,5,8,7,8,7,5,4,6,6,20,5,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,25
"female",71,"sweden",3,0,NA,6,5,5,4,5,4,9,9,9,6,1,2,6,6,4,2,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,23
"male",63,"hungary",4,0,2,7,2,1,1,1,1,0,0,0,10,7,7,4,4,0,4,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,6
"female",36,"romania",3,0,4,10,4,4,4,4,4,10,10,6,6,3,4,4,5,63,1,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"female",53,"uk",2,0,1,5,4,4,4,4,4,6,6,5,6,2,2,4,4,40,4,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"female",57,"germany",2,1,2,3,4,4,4,4,4,5,6,7,7,1,2,3,4,50,3,2,2,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,20
"male",77,"germany",2,0,2,5,4,3,4,4,4,7,7,7,5,3,4,4,4,20,3,2,2,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"male",70,"spain",6,1,2,8,3,4,4,3,3,6,4,5,8,2,3,4,4,33,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,17
"female",24,"poland",6,1,2,9,3,4,4,3,4,6,6,6,5,4,4,6,6,6,3,4,4,1,0,1,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,18
"male",67,"germany",3,1,2,8,3,3,3,3,3,7,8,9,9,1,2,7,6,20,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,15
"male",28,"uk",7,1,NA,6,5,4,3,4,4,7,6,5,5,3,3,5,6,40,2,3,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",43,"uk",6,1,3,9,4,5,3,5,4,8,9,9,7,6,6,7,7,6,4,4,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,21
"female",49,"uk",6,1,6,7,5,4,4,4,4,8,7,8,8,3,5,5,5,50,4,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,21
"male",34,"uk",3,1,1,8,4,5,4,4,5,9,9,8,8,6,6,5,5,70,4,3,3,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,22
"male",64,"germany",4,1,2,7,4,4,4,4,4,7,7,7,7,2,2,5,4,20,2,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,20
"female",56,"germany",2,1,1,5,5,5,5,5,5,8,9,NA,3,2,2,5,5,30,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"male",75,"spain",6,0,2,7,4,4,4,4,4,7,7,5,8,1,4,3,3,22,2,2,2,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"male",48,"germany",4,1,1,3,1,1,4,1,1,0,0,0,10,7,7,1,1,5,4,5,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,8
"male",74,"uk",6,0,1,2,4,4,4,4,4,10,9,10,5,1,3,6,7,5,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",21,"spain",4,0,1,0,5,5,5,5,5,10,10,0,10,1,1,7,7,30,1,1,1,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,25
"female",30,"poland",6,0,2,5,NA,5,5,5,5,9,8,8,9,4,6,6,6,20,NA,4,4,1,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,NA
"female",42,"romania",3,1,4,5,5,5,5,5,5,10,10,8,9,1,3,6,6,90,5,3,4,1,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"female",60,"germany",2,1,1,3,3,3,3,3,3,8,NA,5,6,NA,2,2,NA,20,1,1,1,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,1,NA,2,1,1,1,0,15
"male",43,"uk",6,1,2,5,4,5,5,5,5,8,8,6,5,1,2,6,7,15,1,4,4,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,1,24
"male",19,"romania",3,0,4,5,2,5,5,4,5,10,9,7,5,7,5,3,2,70,3,5,4,1,1,0,0,0,0,1,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,0,21
"male",37,"spain",7,1,5,2,3,5,5,3,3,7,6,0,8,2,7,4,4,30,2,5,5,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"male",65,"romania",6,1,1,7,5,4,4,5,4,7,7,7,5,1,1,6,6,18,1,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,22
"male",44,"sweden",3,1,NA,4,4,4,3,4,3,6,5,7,6,3,4,5,5,10,2,3,3,1,0,1,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,18
"male",71,"spain",6,0,2,7,3,4,4,3,3,7,7,7,7,1,2,5,5,14,1,2,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,17
"female",47,"romania",3,1,1,5,5,4,5,5,5,10,10,10,0,1,2,5,5,77,4,3,3,1,1,1,0,0,0,0,0,3,0,1,0,NA,NA,NA,NA,2,1,1,1,0,24
"male",36,"poland",4,1,2,8,4,4,4,4,4,6,6,6,8,4,4,4,4,5,4,4,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,20
"male",52,"romania",6,1,4,4,3,4,4,4,4,6,6,6,5,2,3,3,3,5,2,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,19
"male",55,"spain",7,1,2,5,1,1,1,1,1,0,0,1,10,5,5,2,2,10,3,4,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,5
"male",49,"sweden",3,1,NA,5,4,5,4,4,4,2,5,2,10,7,7,4,1,20,1,4,4,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,21
"male",65,"spain",7,0,1,4,5,4,5,4,5,8,7,7,2,1,1,6,6,20,1,1,1,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,23
"female",70,"sweden",1,0,NA,3,4,4,4,4,4,10,10,7,NA,1,4,4,7,50,4,3,3,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,20
"female",39,"germany",2,1,1,5,4,4,3,3,3,3,6,2,10,5,6,1,4,85,5,4,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",62,"germany",8,1,NA,5,4,4,4,3,4,8,8,5,7,3,4,4,4,1,2,3,3,1,1,0,1,0,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,19
"male",69,"spain",5,1,1,2,1,4,5,2,5,8,8,5,8,1,2,2,5,4,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"female",64,"sweden",6,1,1,0,5,5,5,5,5,10,10,10,5,1,1,7,7,5,3,1,1,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,25
"female",73,"uk",2,0,1,5,1,1,1,1,1,0,0,0,10,7,7,1,1,60,5,5,NA,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,5
"male",69,"germany",6,0,3,7,5,5,4,4,4,9,8,8,5,1,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,22
"male",67,"germany",3,0,2,3,4,4,2,4,3,6,6,3,5,4,3,4,2,60,4,3,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"female",75,"sweden",2,0,NA,8,4,5,3,4,4,7,8,7,5,1,2,5,6,5,1,3,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"male",34,"sweden",7,1,NA,2,5,5,5,5,5,10,10,8,3,1,1,7,7,20,2,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,25
"male",51,"uk",4,1,1,5,5,5,3,4,2,9,2,3,7,5,3,3,4,8,3,NA,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"female",37,"romania",6,1,4,10,5,5,5,5,5,10,8,9,7,2,2,5,6,20,4,4,3,1,0,1,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,1,25
"male",75,"uk",7,0,1,6,4,5,4,4,3,10,10,8,4,1,1,6,5,2,2,1,2,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,20
"female",51,"sweden",6,0,NA,9,4,4,4,4,3,5,5,2,8,4,5,3,4,10,2,4,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,19
"female",63,"germany",2,1,3,5,5,5,5,4,4,7,8,5,3,1,1,5,6,5,1,1,5,1,1,1,1,0,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,23
"female",27,"hungary",4,1,5,4,3,2,4,3,5,0,2,3,7,1,6,2,2,40,3,3,3,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,17
"male",79,"spain",6,0,1,8,3,4,5,4,4,8,5,2,5,1,1,1,6,10,3,4,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",40,"poland",2,1,7,7,2,1,3,3,2,5,5,6,4,4,4,4,3,5,2,4,4,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,1,NA,NA,2,1,1,1,0,11
"female",44,"romania",6,0,4,4,4,3,4,3,4,9,8,9,5,3,1,1,2,0,5,2,1,1,0,1,0,1,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,18
"female",66,"germany",4,0,1,2,4,4,4,4,4,5,5,2,9,4,7,3,3,75,3,4,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,20
"female",71,"romania",6,1,2,6,3,3,4,3,3,5,6,3,5,5,7,4,4,2,2,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,16
"male",65,"germany",3,0,2,5,2,3,3,2,2,3,6,2,8,6,4,1,2,15,3,2,2,1,0,0,0,0,1,1,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,12
"female",62,"spain",2,1,2,8,4,2,1,5,3,9,8,8,9,6,7,5,4,50,4,5,3,1,1,0,0,0,1,1,1,2,2,0.666666666666667,0.5,NA,1,NA,NA,2,1,1,1,0,15
"male",50,"spain",4,1,2,4,3,4,4,3,3,5,7,6,6,6,1,5,6,25,1,2,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",40,"sweden",7,1,NA,5,5,5,5,5,5,10,10,10,5,1,1,7,7,9,2,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,25
"male",73,"poland",7,0,1,4,3,4,5,3,4,10,7,10,0,1,1,NA,7,2,1,1,5,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,19
"male",77,"spain",6,0,2,4,4,4,4,5,4,7,8,5,7,1,1,5,5,95,2,2,1,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,1,21
"female",66,"germany",3,1,3,9,4,2,4,1,3,5,8,1,9,5,3,1,2,30,4,NA,5,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,14
"male",64,"spain",5,1,2,6,5,5,5,5,5,9,9,8,2,1,1,7,7,25,1,2,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"male",36,"romania",7,1,4,10,4,4,5,4,5,7,7,7,7,1,3,7,7,10,1,5,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,22
"male",64,"romania",7,NA,4,8,4,4,4,4,4,9,8,2,2,1,3,3,5,5,2,2,2,1,1,0,0,1,0,1,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,1,20
"male",72,"spain",7,NA,1,3,5,5,5,5,5,9,8,7,5,1,1,1,6,20,3,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,25
"male",35,"romania",3,1,4,6,3,3,5,4,4,5,5,7,7,4,4,7,5,15,2,4,2,1,0,0,0,1,0,1,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"female",47,"spain",8,1,1,2,4,4,4,4,4,10,0,10,5,2,1,2,5,10,1,1,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,20
"male",68,"germany",2,0,2,6,2,4,5,2,3,4,3,1,10,1,5,1,1,7,3,3,2,1,1,1,1,0,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,16
"female",47,"sweden",1,0,NA,6,2,2,2,2,3,0,2,0,10,7,5,1,1,50,3,3,3,1,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,11
"female",46,"romania",7,1,4,3,3,2,5,4,4,10,7,10,0,7,1,7,7,47,4,1,3,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,1,18
"male",51,"spain",7,1,1,4,5,5,5,5,5,10,10,NA,5,1,1,5,6,17,1,1,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1,1,25
"male",68,"germany",2,0,3,5,5,4,3,4,3,5,5,0,7,2,2,2,4,10,5,4,5,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,19
"female",64,"hungary",3,1,1,5,4,4,4,3,3,4,6,5,5,2,2,1,3,2,3,1,1,1,0,1,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,18
"male",65,"poland",3,0,2,10,5,3,5,3,5,10,4,5,5,1,1,5,7,5,1,1,1,1,0,1,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1,0,21
"male",45,"sweden",6,1,1,4,5,5,5,4,3,10,10,5,5,1,1,7,6,8,1,1,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,22
"female",66,"sweden",5,0,NA,0,5,5,5,5,5,10,10,10,4,1,1,7,7,4,1,3,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,25
"male",66,"germany",2,0,2,2,5,4,5,5,5,9,8,7,5,1,1,4,6,10,1,2,4,1,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,24
"female",49,"romania",6,0,7,8,4,4,4,4,4,7,7,6,7,2,4,2,6,15,2,5,1,1,0,1,0,1,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1,1,20
"male",73,"uk",3,0,1,10,1,4,3,1,1,0,5,0,10,7,5,1,1,2,5,5,5,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,0,10
"male",57,"uk",2,0,3,10,5,5,5,3,1,8,7,4,10,7,7,2,3,60,NA,4,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,19
"male",55,"uk",5,1,1,4,5,5,5,5,4,8,8,9,7,2,2,5,6,9,4,2,1,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,24
"male",45,"sweden",5,0,NA,3,1,5,3,3,2,3,4,0,10,7,7,1,3,18,4,4,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,14
"female",27,"romania",1,0,5,4,3,5,5,3,2,6,4,3,4,2,2,4,2,100,3,3,4,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"male",62,"poland",1,0,5,10,5,4,5,5,5,7,7,5,6,4,3,5,7,23,1,5,4,1,0,0,1,0,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1,0,24
"female",54,"sweden",6,1,NA,3,5,5,5,5,5,8,8,8,5,1,1,6,6,16,NA,NA,NA,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,1,NA,2,1,1,1,1,25
"male",74,"germany",3,0,2,6,3,4,4,3,4,5,3,2,8,4,3,3,3,40,3,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,18
"female",67,"sweden",5,0,NA,6,5,4,3,4,3,1,7,4,8,2,2,4,6,5,3,3,4,1,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,1,1,1,0,19
"male",70,"sweden",1,0,NA,8,4,4,4,4,3,7,7,4,NA,1,1,1,3,8,1,NA,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,19
"male",80,"sweden",2,0,NA,6,5,5,1,4,2,6,5,3,5,5,5,5,5,16,2,2,2,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,17
"female",67,"sweden",5,1,NA,1,5,5,5,5,5,10,10,10,0,1,1,7,7,10,1,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,25
"female",81,"uk",5,0,5,4,5,5,4,4,NA,5,7,4,4,3,5,NA,6,40,4,4,5,1,0,0,1,1,0,1,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1,0,NA
"male",54,"sweden",3,1,NA,10,4,4,3,2,3,0,5,0,10,7,7,2,2,10,2,2,2,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,16
"male",81,"sweden",5,0,NA,8,4,5,3,3,3,2,6,3,8,5,4,3,3,5,2,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,18
"female",60,"sweden",2,0,NA,2,4,4,4,3,3,4,5,4,7,4,4,4,4,15,4,3,4,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,18
"female",60,"uk",4,0,5,6,3,5,4,3,3,5,5,3,7,5,6,4,4,10,5,5,5,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,18
"male",64,"sweden",6,1,NA,5,3,4,4,3,5,3,5,3,7,1,1,1,1,11,3,1,1,1,1,0,1,0,1,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,19
"female",80,"sweden",3,0,NA,2,5,5,4,5,5,10,10,NA,5,1,1,4,NA,2,3,2,2,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,24
"male",58,"spain",4,1,2,8,4,4,5,4,5,7,5,6,5,3,5,4,4,10,2,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1,0,22
"male",72,"sweden",7,1,NA,6,4,5,4,4,4,4,6,4,2,2,1,6,6,10,3,3,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,1,21
"female",27,"hungary",2,NA,2,6,3,3,3,4,4,NA,4,4,5,2,4,3,3,10,4,3,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1,0,17
"male",38,"germany",2,1,1,5,3,3,4,3,2,6,6,4,9,4,5,2,3,3,4,2,2,1,1,1,0,1,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,15
"female",58,"germany",2,1,2,5,4,5,5,4,3,7,7,5,7,2,4,3,5,20,3,3,3,1,0,1,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1,0,21
"female",81,"sweden",5,0,66,6,5,5,5,5,5,7,8,7,NA,1,1,6,6,25,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,0,25
"male",73,"sweden",2,0,1,4,4,5,4,5,4,8,6,6,5,1,1,4,6,20,2,3,3,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1,0,22
"female",52,"romania",6,1,4,6,4,4,4,4,4,7,7,6,5,2,2,5,5,3,3,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1,1,20
"male",30,"uk",3,1,2,7,4,4,4,4,4,7,6,7,7,6,3,6,6,50,4,5,5,1,0,1,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,1,NA,NA,2,1,1,1,0,20
"male",61,"germany",6,1,3,3,4,2,4,4,3,5,6,5,5,1,1,4,5,15,2,1,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1,1,17
