age,gender,education,party,income,cc_worried,cc_climate_changing,cc_causes,cc_scientists_agree,cc_emotion_hope,cc_emotion_fear,cc_increase_taxes,cc_subs_renewable,cc_spend_to_protect,cc_help_dev_countries,cc_environment_british,cc_moral_concern,country,epcc_data$education_uk,education_fr,education_no,education_ge,survey_wt,knowledge,knowledge_binary
25-34,male,no_qual,labour,17500_24999,4,1,1,0,4,5,5,5,5,4,5,5,1,no_qual,NA,NA,NA,1.46726,0.3531676391989697,0
35-44,male,gcse,no_party,9500_17499,3,1,1,1,3,3,2,5,5,4,3,3,1,gcse,NA,NA,NA,1.39341,0.9984553862772432,1
35-44,male,alevel,cons,25000plus,3,1,0,0,3,2,3,4,5,2,2,2,1,alevel,NA,NA,NA,1.0521,-0.49018722391434655,0
55-64,male,alevel,cons,25000plus,4,1,1,1,2,4,2,4,5,2,4,3,1,alevel,NA,NA,NA,1.31547,0.9984553862772432,1
45-54,male,no_qual,cons,up_to_9499,1,1,0,0,1,3,1,5,3,4,4,5,1,no_qual,NA,NA,NA,0.63092,-0.49018722391434655,0
15-24,male,alevel,labour,25000plus,3,1,0,0,2,2,1,2,4,5,1,2,1,alevel,NA,NA,NA,0.61005,-0.49018722391434655,0
35-44,male,alevel,cons,9500_17499,3,0,0,0,1,4,2,1,2,2,5,1,1,alevel,NA,NA,NA,0.87274,-1.2965482561310893,0
45-54,female,alevel,labour,9500_17499,4,1,1,0,3,4,2,4,5,5,5,2,1,alevel,NA,NA,NA,0.89044,0.3531676391989697,0
25-34,female,degree,labour,9500_17499,5,1,1,1,1,4,5,5,4,4,2,4,1,degree,NA,NA,NA,1.00384,0.9984553862772432,1
35-44,female,alevel,no_party,25000plus,3,1,0,0,4,3,3,5,4,4,4,5,1,alevel,NA,NA,NA,0.91155,-0.49018722391434655,0
25-34,female,degree,labour,25000plus,4,1,1,0,2,3,5,5,4,5,4,4,1,degree,NA,NA,NA,1.01827,0.3531676391989697,0
15-24,female,degree,labour,17500_24999,3,1,1,0,3,3,3,3,3,3,3,2,1,degree,NA,NA,NA,0.98736,0.3531676391989697,0
15-24,male,no_qual,cons,25000plus,3,1,1,0,3,2,4,3,2,4,3,1,1,NA,NA,NA,NA,0.61005,0.3531676391989697,0
15-24,male,degree,labour,25000plus,3,1,0,0,2,2,3,4,5,4,4,3,1,degree,NA,NA,NA,0.51764,-0.49018722391434655,0
35-44,female,alevel,labour,17500_24999,2,1,1,0,2,3,1,5,5,2,3,1,1,alevel,NA,NA,NA,0.90984,0.3531676391989697,0
15-24,male,alevel,no_party,up_to_9499,5,1,1,1,2,2,1,5,5,3,2,4,1,alevel,NA,NA,NA,0.70241,0.9984553862772432,1
25-34,male,degree,labour,25000plus,3,1,1,0,4,3,3,4,5,5,5,4,1,degree,NA,NA,NA,1.71707,0.3531676391989697,0
15-24,female,gcse,cons,25000plus,4,1,1,0,2,4,4,5,4,5,4,5,1,gcse,NA,NA,NA,0.94002,0.3531676391989697,0
45-54,female,degree,labour,9500_17499,3,1,1,0,4,2,4,5,5,4,2,3,1,degree,NA,NA,NA,1.02673,0.3531676391989697,0
25-34,female,alevel,cons,25000plus,1,1,0,0,2,1,2,4,4,4,2,1,1,alevel,NA,NA,NA,1.46027,-0.49018722391434655,0
55-64,female,degree,labour,9500_17499,5,1,0,1,2,5,4,5,5,5,5,5,1,degree,NA,NA,NA,1.23994,0.12751998108451623,0
25-34,male,gcse,labour,25000plus,3,1,0,0,2,2,1,4,4,3,4,4,1,gcse,NA,NA,NA,1.20338,-0.49018722391434655,0
45-54,female,degree,cons,25000plus,2,1,0,0,2,1,3,4,4,3,3,3,1,degree,NA,NA,NA,1.29531,-0.49018722391434655,0
45-54,female,degree,other,25000plus,3,1,0,0,2,3,5,5,4,5,4,4,1,degree,NA,NA,NA,1.05439,-0.49018722391434655,0
55-64,female,gcse,other,25000plus,4,1,0,1,5,5,3,4,5,2,4,4,1,gcse,NA,NA,NA,1.21023,0.12751998108451623,0
65plus,male,gcse,no_party,25000plus,4,1,0,0,2,2,5,5,3,4,3,3,1,gcse,NA,NA,NA,0.73383,-0.49018722391434655,0
45-54,male,gcse,other,25000plus,3,1,1,1,3,3,4,5,5,4,3,4,1,gcse,NA,NA,NA,0.89629,0.9984553862772432,1
65plus,female,degree,other,9500_17499,3,1,1,1,2,1,5,5,5,4,4,3,1,degree,NA,NA,NA,0.78066,0.9984553862772432,1
55-64,male,degree,no_party,17500_24999,2,1,0,0,3,2,2,1,4,3,2,2,1,degree,NA,NA,NA,0.47416,-0.49018722391434655,0
15-24,male,gcse,labour,17500_24999,4,1,0,1,2,4,5,5,5,5,1,5,1,gcse,NA,NA,NA,0.94557,0.12751998108451623,0
65plus,male,alevel,no_party,9500_17499,4,1,1,1,2,4,4,5,5,2,4,5,1,alevel,NA,NA,NA,0.52279,0.9984553862772432,1
25-34,female,gcse,labour,9500_17499,2,0,1,0,2,3,3,3,3,4,4,4,1,gcse,NA,NA,NA,1.51285,-0.4187727315479352,0
45-54,male,gcse,labour,17500_24999,3,0,0,0,2,3,3,3,3,2,4,3,1,gcse,NA,NA,NA,0.9183,-1.2965482561310893,0
25-34,male,gcse,labour,25000plus,3,0,1,0,4,2,3,3,3,4,3,2,1,gcse,NA,NA,NA,1.45416,-0.4187727315479352,0
55-64,male,gcse,no_party,up_to_9499,1,1,1,1,2,1,3,3,4,2,4,1,1,gcse,NA,NA,NA,0.75047,0.9984553862772432,1
65plus,male,degree,labour,25000plus,2,1,1,0,4,1,2,5,5,3,3,3,1,degree,NA,NA,NA,0.35291,0.3531676391989697,0
65plus,male,gcse,cons,25000plus,1,1,0,0,2,1,4,4,5,5,4,5,1,gcse,NA,NA,NA,0.35291,-0.49018722391434655,0
65plus,male,gcse,other,9500_17499,2,1,0,0,1,2,1,4,2,1,3,3,1,gcse,NA,NA,NA,0.66912,-0.49018722391434655,0
45-54,female,alevel,labour,25000plus,5,1,1,0,3,4,2,5,5,5,4,5,1,alevel,NA,NA,NA,0.86322,0.3531676391989697,0
55-64,male,degree,other,25000plus,3,1,1,1,2,3,1,5,5,2,1,2,1,degree,NA,NA,NA,1.20677,0.9984553862772432,1
15-24,male,gcse,labour,9500_17499,4,1,1,0,1,2,4,5,5,2,5,2,1,gcse,NA,NA,NA,1.0869,0.3531676391989697,0
65plus,male,gcse,other,up_to_9499,1,1,0,0,3,1,1,3,5,1,4,3,1,gcse,NA,NA,NA,0.56231,-0.49018722391434655,0
15-24,female,alevel,labour,9500_17499,3,0,0,0,1,1,2,4,4,4,3,2,1,alevel,NA,NA,NA,0.99005,-1.2965482561310893,0
15-24,male,alevel,labour,25000plus,4,1,1,1,3,5,5,5,5,5,3,5,1,NA,NA,NA,NA,1.00611,0.9984553862772432,1
65plus,male,degree,no_party,25000plus,2,1,1,0,2,1,3,4,3,4,4,1,1,degree,NA,NA,NA,0.79749,0.3531676391989697,0
25-34,male,alevel,labour,25000plus,4,1,1,1,5,5,5,5,5,5,4,5,1,alevel,NA,NA,NA,1.16434,0.9984553862772432,1
65plus,female,no_qual,cons,17500_24999,1,1,0,0,3,1,5,4,5,5,5,4,1,no_qual,NA,NA,NA,0.78066,-0.49018722391434655,0
35-44,female,gcse,lib_dem,25000plus,3,1,1,1,3,3,4,5,4,4,4,3,1,NA,NA,NA,NA,0.83253,0.9984553862772432,1
15-24,male,alevel,no_party,up_to_9499,4,1,1,1,5,4,5,5,2,2,2,4,1,alevel,NA,NA,NA,1.04402,0.9984553862772432,1
25-34,female,degree,no_party,25000plus,4,1,1,1,4,4,4,5,5,5,4,5,1,degree,NA,NA,NA,1.14017,0.9984553862772432,1
25-34,male,gcse,no_party,25000plus,3,1,1,1,2,3,3,4,4,3,4,3,1,NA,NA,NA,NA,1.91879,0.9984553862772432,1
45-54,female,gcse,no_party,up_to_9499,3,1,0,0,2,2,2,4,4,1,3,3,1,gcse,NA,NA,NA,1.07415,-0.49018722391434655,0
45-54,female,degree,labour,25000plus,3,1,0,0,3,2,4,4,5,4,4,3,1,degree,NA,NA,NA,1.07415,-0.49018722391434655,0
35-44,female,degree,lib_dem,25000plus,2,1,0,0,1,1,2,3,1,1,3,1,1,degree,NA,NA,NA,1.30721,-0.49018722391434655,0
15-24,male,alevel,no_party,25000plus,1,1,0,0,3,2,2,4,3,2,3,1,1,alevel,NA,NA,NA,0.86808,-0.49018722391434655,0
45-54,female,alevel,no_party,25000plus,3,1,1,1,1,3,4,4,4,5,1,5,1,alevel,NA,NA,NA,0.88499,0.9984553862772432,1
45-54,male,alevel,labour,9500_17499,2,1,1,0,1,1,2,5,3,3,4,2,1,alevel,NA,NA,NA,1.32291,0.3531676391989697,0
65plus,male,gcse,cons,25000plus,2,1,1,0,3,2,2,4,4,4,4,4,1,gcse,NA,NA,NA,0.57228,0.3531676391989697,0
25-34,female,degree,labour,25000plus,5,1,0,1,1,5,5,5,5,1,3,5,1,NA,NA,NA,NA,1.10471,0.12751998108451623,0
25-34,female,degree,labour,25000plus,3,1,0,0,3,5,4,5,5,5,5,1,1,degree,NA,NA,NA,1.01827,-0.49018722391434655,0
65plus,male,degree,no_party,25000plus,3,1,1,0,3,2,5,5,5,5,5,5,1,degree,NA,NA,NA,0.56801,0.3531676391989697,0
35-44,female,alevel,no_party,up_to_9499,2,1,1,1,3,5,5,5,5,5,4,4,1,NA,NA,NA,NA,1.16278,0.9984553862772432,1
15-24,female,alevel,labour,25000plus,3,1,0,1,3,2,2,2,2,2,4,3,1,alevel,NA,NA,NA,0.88875,0.12751998108451623,0
25-34,male,degree,cons,25000plus,3,1,0,1,1,1,3,4,4,5,3,4,1,degree,NA,NA,NA,0.83633,0.12751998108451623,0
35-44,female,alevel,cons,9500_17499,4,1,0,0,4,4,3,3,3,3,3,3,1,alevel,NA,NA,NA,1.15368,-0.49018722391434655,0
15-24,male,degree,labour,9500_17499,2,1,1,0,3,3,1,2,1,5,4,3,1,degree,NA,NA,NA,0.51764,0.3531676391989697,0
25-34,female,degree,cons,up_to_9499,2,1,1,0,3,3,3,3,3,3,3,2,1,degree,NA,NA,NA,1.39677,0.3531676391989697,0
35-44,male,degree,labour,9500_17499,3,1,1,0,1,2,4,4,2,4,2,2,1,degree,NA,NA,NA,1.1785,0.3531676391989697,0
55-64,male,alevel,labour,25000plus,5,1,0,1,1,5,1,5,4,5,4,4,1,alevel,NA,NA,NA,1.05708,0.12751998108451623,0
65plus,male,alevel,cons,25000plus,3,1,1,1,3,4,5,4,5,4,5,3,1,alevel,NA,NA,NA,0.80972,0.9984553862772432,1
15-24,female,alevel,labour,25000plus,4,1,1,1,5,3,5,5,4,5,4,5,1,alevel,NA,NA,NA,1.37135,0.9984553862772432,1
35-44,male,alevel,labour,17500_24999,4,1,1,1,3,4,4,4,4,4,4,3,1,alevel,NA,NA,NA,1.1151,0.9984553862772432,1
65plus,female,gcse,cons,up_to_9499,1,1,0,0,1,2,3,5,5,2,3,4,1,gcse,NA,NA,NA,0.79039,-0.49018722391434655,0
45-54,male,gcse,cons,25000plus,4,1,0,0,1,2,4,5,5,4,3,4,1,gcse,NA,NA,NA,1.01011,-0.49018722391434655,0
35-44,male,degree,cons,25000plus,2,1,1,1,4,2,5,5,5,4,2,4,1,degree,NA,NA,NA,1.85692,0.9984553862772432,1
35-44,female,degree,no_party,17500_24999,3,1,1,0,2,5,3,5,3,3,5,4,1,degree,NA,NA,NA,1.09754,0.3531676391989697,0
15-24,female,gcse,lib_dem,9500_17499,2,1,1,0,1,1,3,3,3,3,3,1,1,gcse,NA,NA,NA,1.00753,0.3531676391989697,0
45-54,male,no_qual,no_party,up_to_9499,3,1,1,1,1,1,1,5,5,1,1,3,1,no_qual,NA,NA,NA,0.89381,0.9984553862772432,1
15-24,female,alevel,labour,up_to_9499,3,1,0,1,2,2,1,5,1,5,4,4,1,alevel,NA,NA,NA,1.01906,0.12751998108451623,0
65plus,male,alevel,cons,25000plus,3,1,0,1,2,2,1,5,5,5,5,4,1,alevel,NA,NA,NA,0.7495,0.12751998108451623,0
15-24,male,degree,cons,25000plus,4,1,1,1,5,3,1,5,5,1,3,1,1,degree,NA,NA,NA,1.27915,0.9984553862772432,1
65plus,male,degree,cons,up_to_9499,2,0,0,0,3,4,3,4,3,3,4,3,1,degree,NA,NA,NA,0.53943,-1.2965482561310893,0
45-54,female,gcse,cons,up_to_9499,3,0,0,0,2,2,3,2,2,2,3,2,1,gcse,NA,NA,NA,1.17605,-1.2965482561310893,0
25-34,female,degree,labour,9500_17499,2,0,1,0,4,3,4,3,4,4,4,4,1,degree,NA,NA,NA,1.15066,-0.4187727315479352,0
35-44,female,gcse,other,25000plus,3,1,0,0,5,3,2,3,5,2,4,5,1,gcse,NA,NA,NA,1.32176,-0.49018722391434655,0
65plus,male,no_qual,cons,25000plus,2,1,1,1,2,2,2,4,4,1,3,4,1,no_qual,NA,NA,NA,0.6733,0.9984553862772432,1
45-54,female,gcse,cons,25000plus,3,1,0,1,3,2,1,5,5,4,1,4,1,gcse,NA,NA,NA,1.23766,0.12751998108451623,0
65plus,male,degree,cons,25000plus,1,1,0,0,1,1,4,5,5,1,3,1,1,degree,NA,NA,NA,0.7495,-0.49018722391434655,0
65plus,male,gcse,cons,25000plus,2,1,0,1,2,2,2,3,4,1,5,4,1,gcse,NA,NA,NA,0.68862,0.12751998108451623,0
55-64,female,gcse,labour,25000plus,2,1,0,0,2,1,2,3,4,2,4,4,1,gcse,NA,NA,NA,0.63591,-0.49018722391434655,0
55-64,female,degree,labour,25000plus,5,1,0,0,2,2,4,5,5,5,4,3,1,degree,NA,NA,NA,0.73271,-0.49018722391434655,0
65plus,female,alevel,other,25000plus,1,1,0,0,2,1,2,2,5,1,4,2,1,alevel,NA,NA,NA,0.67752,-0.49018722391434655,0
65plus,female,degree,cons,9500_17499,1,1,0,0,1,1,1,5,5,1,5,1,1,degree,NA,NA,NA,0.78066,-0.49018722391434655,0
65plus,male,degree,labour,25000plus,2,1,1,0,2,1,1,5,4,4,4,3,1,degree,NA,NA,NA,0.7495,0.3531676391989697,0
25-34,male,degree,no_party,17500_24999,2,1,1,0,3,2,3,4,2,4,4,2,1,degree,NA,NA,NA,1.45416,0.3531676391989697,0
55-64,male,degree,lib_dem,9500_17499,4,1,1,1,2,2,4,4,5,5,4,5,1,degree,NA,NA,NA,0.54542,0.9984553862772432,1
35-44,female,gcse,cons,9500_17499,3,0,0,0,4,4,2,3,4,3,3,3,1,gcse,NA,NA,NA,1.25037,-1.2965482561310893,0
15-24,male,gcse,no_party,25000plus,4,1,1,0,2,1,4,4,4,4,3,2,1,NA,NA,NA,NA,1.08355,0.3531676391989697,0
15-24,female,no_qual,no_party,up_to_9499,3,1,1,1,2,2,3,2,3,2,4,3,1,NA,NA,NA,NA,1.48476,0.9984553862772432,1
15-24,female,gcse,no_party,up_to_9499,4,1,1,0,2,2,4,3,3,4,4,2,1,NA,NA,NA,NA,1.73213,0.3531676391989697,0
55-64,male,gcse,cons,17500_24999,2,1,0,0,3,2,3,4,3,3,3,3,1,gcse,NA,NA,NA,0.47416,-0.49018722391434655,0
65plus,female,gcse,no_party,25000plus,2,1,0,0,2,2,2,4,4,2,3,1,1,gcse,NA,NA,NA,0.67752,-0.49018722391434655,0
45-54,male,no_qual,labour,9500_17499,2,1,0,0,5,2,2,4,4,4,4,2,1,no_qual,NA,NA,NA,1.52297,-0.49018722391434655,0
25-34,female,alevel,labour,9500_17499,3,1,1,0,3,1,3,4,4,4,3,3,1,alevel,NA,NA,NA,1.76144,0.3531676391989697,0
15-24,female,alevel,lib_dem,up_to_9499,3,1,1,1,2,2,4,4,4,4,4,5,1,alevel,NA,NA,NA,0.89579,0.9984553862772432,1
15-24,male,alevel,no_party,up_to_9499,2,1,1,1,2,2,2,2,2,4,5,2,1,alevel,NA,NA,NA,0.75327,0.9984553862772432,1
55-64,female,gcse,labour,up_to_9499,5,1,1,0,2,3,4,4,4,4,4,5,1,gcse,NA,NA,NA,1.18705,0.3531676391989697,0
15-24,female,degree,no_party,up_to_9499,3,1,1,1,1,1,5,5,5,3,5,5,1,degree,NA,NA,NA,0.97183,0.9984553862772432,1
45-54,male,degree,other,25000plus,3,1,0,0,3,3,2,2,4,2,2,2,1,degree,NA,NA,NA,0.68741,-0.49018722391434655,0
65plus,female,gcse,labour,17500_24999,4,1,1,0,5,5,3,5,4,3,5,5,1,NA,NA,NA,NA,0.9697,0.3531676391989697,0
25-34,male,gcse,no_party,17500_24999,3,0,0,0,4,2,2,3,4,3,4,3,1,gcse,NA,NA,NA,1.39037,-1.2965482561310893,0
55-64,male,no_qual,other,up_to_9499,1,1,0,0,4,1,3,4,4,1,4,1,1,no_qual,NA,NA,NA,0.71794,-0.49018722391434655,0
15-24,male,degree,labour,25000plus,2,1,1,0,1,2,5,4,4,4,3,4,1,degree,NA,NA,NA,0.7907,0.3531676391989697,0
15-24,male,alevel,labour,25000plus,4,1,1,1,3,2,5,5,5,5,3,5,1,alevel,NA,NA,NA,0.7907,0.9984553862772432,1
15-24,male,alevel,labour,25000plus,3,1,0,0,2,2,5,5,5,4,3,4,1,alevel,NA,NA,NA,1.26981,-0.49018722391434655,0
55-64,female,gcse,no_party,9500_17499,4,1,0,0,4,2,2,2,5,2,2,3,1,gcse,NA,NA,NA,0.81504,-0.49018722391434655,0
45-54,female,alevel,labour,25000plus,3,1,0,0,4,2,4,2,5,5,4,4,1,alevel,NA,NA,NA,1.23766,-0.49018722391434655,0
65plus,male,no_qual,labour,25000plus,3,1,0,0,3,1,5,5,5,5,3,5,1,no_qual,NA,NA,NA,0.50864,-0.49018722391434655,0
45-54,male,degree,no_party,25000plus,2,1,0,1,2,1,5,5,5,4,2,2,1,degree,NA,NA,NA,1.40977,0.12751998108451623,0
15-24,female,gcse,no_party,up_to_9499,3,1,1,1,2,3,2,5,4,5,3,4,1,gcse,NA,NA,NA,1.15245,0.9984553862772432,1
15-24,male,gcse,labour,9500_17499,2,1,0,0,3,1,3,4,4,4,2,2,1,gcse,NA,NA,NA,0.86609,-0.49018722391434655,0
55-64,male,no_qual,no_party,up_to_9499,1,1,1,0,3,2,2,4,3,2,3,3,1,no_qual,NA,NA,NA,0.62794,0.3531676391989697,0
45-54,male,degree,labour,25000plus,3,1,1,0,3,2,3,4,4,4,4,4,1,degree,NA,NA,NA,1.36726,0.3531676391989697,0
35-44,male,gcse,labour,up_to_9499,1,1,0,0,5,1,4,4,4,4,4,3,1,gcse,NA,NA,NA,0.80478,-0.49018722391434655,0
25-34,male,gcse,other,up_to_9499,3,1,1,0,2,1,2,5,5,3,1,2,1,gcse,NA,NA,NA,1.66985,0.3531676391989697,0
35-44,female,degree,other,17500_24999,3,1,0,0,2,2,1,4,5,3,2,5,1,degree,NA,NA,NA,0.71969,-0.49018722391434655,0
65plus,female,no_qual,labour,9500_17499,2,1,0,0,3,3,4,3,3,1,4,3,1,no_qual,NA,NA,NA,0.92259,-0.49018722391434655,0
55-64,male,alevel,labour,9500_17499,2,1,0,0,4,1,2,4,4,4,4,2,1,alevel,NA,NA,NA,1.09894,-0.49018722391434655,0
35-44,female,gcse,no_party,25000plus,2,1,0,0,3,3,3,4,4,3,4,3,1,gcse,NA,NA,NA,0.87755,-0.49018722391434655,0
45-54,female,degree,cons,25000plus,2,1,0,0,3,3,3,4,4,4,2,3,1,degree,NA,NA,NA,0.82495,-0.49018722391434655,0
65plus,male,no_qual,no_party,up_to_9499,5,1,0,0,3,3,5,5,5,4,4,3,1,no_qual,NA,NA,NA,0.42758,-0.49018722391434655,0
45-54,male,gcse,no_party,25000plus,1,1,1,0,1,1,1,1,4,1,1,2,1,gcse,NA,NA,NA,0.75471,0.3531676391989697,0
45-54,female,degree,labour,25000plus,2,1,0,1,4,1,2,5,3,3,5,3,1,degree,NA,NA,NA,0.95811,0.12751998108451623,0
65plus,female,no_qual,labour,9500_17499,2,1,1,0,3,4,4,3,4,3,3,5,1,no_qual,NA,NA,NA,0.77193,0.3531676391989697,0
45-54,male,degree,cons,25000plus,2,1,0,0,1,1,3,4,5,3,2,1,1,degree,NA,NA,NA,0.62291,-0.49018722391434655,0
55-64,male,degree,cons,25000plus,3,1,0,0,3,1,1,5,1,4,2,3,1,degree,NA,NA,NA,0.70282,-0.49018722391434655,0
35-44,male,degree,no_party,up_to_9499,2,1,1,1,5,1,5,5,4,1,4,4,1,degree,NA,NA,NA,0.75067,0.9984553862772432,1
65plus,male,degree,labour,17500_24999,4,1,0,1,4,2,5,5,5,5,3,5,1,degree,NA,NA,NA,0.7495,0.12751998108451623,0
65plus,male,gcse,cons,17500_24999,3,1,1,0,3,3,2,2,4,4,4,1,1,gcse,NA,NA,NA,0.7495,0.3531676391989697,0
45-54,male,gcse,other,17500_24999,1,1,0,0,1,1,1,4,5,4,3,1,1,gcse,NA,NA,NA,1.1169,-0.49018722391434655,0
65plus,male,gcse,other,25000plus,4,0,1,0,2,1,2,2,5,4,2,4,1,gcse,NA,NA,NA,0.79749,-0.4187727315479352,0
15-24,male,gcse,other,9500_17499,3,1,1,0,4,3,3,5,4,3,3,3,1,gcse,NA,NA,NA,0.52014,0.3531676391989697,0
65plus,female,no_qual,labour,9500_17499,4,1,0,0,1,2,3,5,5,5,4,5,1,no_qual,NA,NA,NA,0.95113,-0.49018722391434655,0
65plus,male,degree,lib_dem,25000plus,2,1,1,0,3,1,4,4,5,3,4,3,1,NA,NA,NA,NA,0.7495,0.3531676391989697,0
55-64,male,alevel,labour,25000plus,3,1,1,0,1,3,5,1,5,5,5,5,1,alevel,NA,NA,NA,0.90698,0.3531676391989697,0
45-54,male,degree,no_party,9500_17499,3,1,1,1,1,2,4,5,4,4,2,4,1,degree,NA,NA,NA,0.59822,0.9984553862772432,1
45-54,male,gcse,no_party,25000plus,2,1,0,0,4,1,1,4,4,2,1,2,1,gcse,NA,NA,NA,0.83844,-0.49018722391434655,0
15-24,male,alevel,labour,25000plus,4,1,0,0,1,4,4,4,4,4,4,4,1,alevel,NA,NA,NA,0.86246,-0.49018722391434655,0
45-54,female,gcse,labour,9500_17499,2,1,0,1,2,2,4,4,5,3,4,2,1,gcse,NA,NA,NA,1.15997,0.12751998108451623,0
55-64,female,gcse,labour,25000plus,3,1,1,0,4,4,4,4,5,4,4,4,1,NA,NA,NA,NA,0.93716,0.3531676391989697,0
35-44,male,no_qual,labour,9500_17499,2,1,0,0,3,1,3,4,4,3,2,4,1,no_qual,NA,NA,NA,0.96223,-0.49018722391434655,0
25-34,female,gcse,labour,9500_17499,3,1,0,1,2,2,3,4,5,4,4,3,1,gcse,NA,NA,NA,1.26734,0.12751998108451623,0
65plus,male,no_qual,no_party,17500_24999,1,1,1,0,2,1,2,2,4,2,3,3,1,no_qual,NA,NA,NA,0.5078,0.3531676391989697,0
45-54,female,alevel,labour,25000plus,4,1,0,0,3,1,2,4,4,3,4,5,1,alevel,NA,NA,NA,1.16533,-0.49018722391434655,0
65plus,female,no_qual,other,up_to_9499,3,1,1,0,1,3,3,2,4,4,3,4,1,no_qual,NA,NA,NA,0.66506,0.3531676391989697,0
35-44,female,degree,other,25000plus,2,1,1,1,1,2,4,4,4,2,3,2,1,degree,NA,NA,NA,0.85398,0.9984553862772432,1
45-54,female,no_qual,no_party,25000plus,2,0,0,1,1,1,2,4,3,2,3,1,1,no_qual,NA,NA,NA,0.74844,-0.6471937120438093,0
35-44,female,alevel,no_party,25000plus,3,1,0,0,3,3,3,4,4,3,3,3,1,alevel,NA,NA,NA,0.8373,-0.49018722391434655,0
65plus,male,degree,labour,9500_17499,1,1,0,1,1,1,2,2,4,4,1,1,1,degree,NA,NA,NA,0.77463,0.12751998108451623,0
65plus,male,gcse,labour,9500_17499,2,0,0,0,2,1,1,3,4,3,4,3,1,NA,NA,NA,NA,0.45452,-1.2965482561310893,0
65plus,female,alevel,lib_dem,17500_24999,3,1,0,1,3,2,2,4,5,2,3,2,1,alevel,NA,NA,NA,0.86301,0.12751998108451623,0
55-64,female,gcse,no_party,25000plus,2,1,0,0,1,1,2,4,4,2,3,1,1,gcse,NA,NA,NA,0.63591,-0.49018722391434655,0
65plus,female,gcse,no_party,25000plus,3,1,1,0,3,2,4,4,4,4,4,3,1,gcse,NA,NA,NA,0.95113,0.3531676391989697,0
15-24,male,gcse,labour,9500_17499,4,1,1,0,2,4,2,4,4,4,5,4,1,gcse,NA,NA,NA,1.17524,0.3531676391989697,0
25-34,male,gcse,no_party,25000plus,2,1,0,1,1,1,2,2,4,2,2,1,1,gcse,NA,NA,NA,1.16434,0.12751998108451623,0
15-24,male,alevel,no_party,25000plus,3,1,0,1,2,2,4,4,3,3,2,1,1,alevel,NA,NA,NA,0.94557,0.12751998108451623,0
55-64,male,alevel,cons,25000plus,2,0,0,0,1,2,2,2,4,2,2,1,1,alevel,NA,NA,NA,1.23442,-1.2965482561310893,0
55-64,male,alevel,no_party,25000plus,4,1,1,1,3,1,4,5,5,5,3,5,1,alevel,NA,NA,NA,1.23442,0.9984553862772432,1
45-54,female,no_qual,labour,9500_17499,2,0,0,0,2,1,3,3,3,3,3,1,1,no_qual,NA,NA,NA,1.53737,-1.2965482561310893,0
55-64,female,no_qual,labour,up_to_9499,1,0,0,0,1,1,3,3,3,3,3,3,1,no_qual,NA,NA,NA,0.79943,-1.2965482561310893,0
65plus,male,no_qual,labour,9500_17499,2,1,0,1,1,1,3,3,3,4,3,1,1,no_qual,NA,NA,NA,0.68513,0.12751998108451623,0
65plus,male,gcse,labour,17500_24999,3,1,1,0,3,3,2,4,4,4,4,3,1,gcse,NA,NA,NA,0.52359,0.3531676391989697,0
25-34,male,degree,cons,25000plus,2,1,0,0,1,1,2,3,4,2,2,1,1,degree,NA,NA,NA,1.24079,-0.49018722391434655,0
25-34,female,gcse,no_party,up_to_9499,3,1,1,0,2,4,2,5,5,1,3,4,1,gcse,NA,NA,NA,1.0147,0.3531676391989697,0
15-24,female,alevel,no_party,25000plus,3,1,0,0,3,3,4,4,4,4,3,3,1,alevel,NA,NA,NA,1.51317,-0.49018722391434655,0
45-54,female,degree,no_party,25000plus,3,1,1,0,3,1,1,4,5,5,5,4,1,degree,NA,NA,NA,2.42101,0.3531676391989697,0
25-34,female,degree,cons,25000plus,3,1,1,0,1,3,4,4,4,2,4,3,1,degree,NA,NA,NA,1.85694,0.3531676391989697,0
35-44,female,degree,labour,25000plus,3,1,1,0,3,2,5,5,4,5,3,4,1,degree,NA,NA,NA,1.6257,0.3531676391989697,0
25-34,male,gcse,no_party,25000plus,1,1,0,0,1,1,4,5,4,2,2,1,1,gcse,NA,NA,NA,1.36937,-0.49018722391434655,0
15-24,female,alevel,cons,25000plus,3,1,1,0,2,3,4,4,4,4,3,3,1,alevel,NA,NA,NA,1.03026,0.3531676391989697,0
55-64,female,degree,no_party,25000plus,3,1,1,1,1,2,4,3,5,5,1,5,1,degree,NA,NA,NA,0.55899,0.9984553862772432,1
45-54,female,gcse,other,9500_17499,3,1,1,1,4,2,2,5,5,4,1,3,1,gcse,NA,NA,NA,1.2149,0.9984553862772432,1
45-54,male,degree,other,25000plus,3,1,0,1,3,3,5,5,5,5,1,3,1,degree,NA,NA,NA,1.08377,0.12751998108451623,0
65plus,male,alevel,no_party,9500_17499,1,0,0,0,2,1,2,2,4,4,4,2,1,alevel,NA,NA,NA,0.79749,-1.2965482561310893,0
55-64,female,alevel,cons,25000plus,2,1,0,0,3,1,2,3,4,2,3,2,1,NA,NA,NA,NA,0.64408,-0.49018722391434655,0
55-64,female,degree,cons,25000plus,4,1,1,0,4,4,3,4,5,3,4,4,1,degree,NA,NA,NA,0.71923,0.3531676391989697,0
55-64,female,gcse,cons,25000plus,1,0,0,0,1,1,1,1,5,1,2,1,1,gcse,NA,NA,NA,1.07836,-1.2965482561310893,0
