"vote20jb","apppres5","taxecon","billtax","trade2","trade4","richpoor2","immignum","refugees","dreamer","wall5","pathway","famsep","freecol","diversity5","gw1","gw2","prek","science","rr2","age","gender","educ","marstat","race","employ","faminc_new","ideology","party_id","vote16post","religpew","region","compl_data$weight","ability"
"2","1","4","7","2","4","5","7","7","1","1","5","1","3","0","1","1","7","4","5",36,"1","some_college","never_married","black","full_time","9","moderate","republican","clinton","no_rel","midwest",1.10348514780374,-0.866697231359771
"4","0","4","1","3","3","3","4","4","2","0","3","3","3","0","2","2","3","4","3",27,"1","some_college","married","white","unemployed","3","moderate","independent","no_vote","no_rel","south",1.53541542020853,-0.866697231359771
"2","0","6","2","4","2","1","4","2","2","0","2","5","2","1","1","1","2","4","1",20,"0","some_college","never_married","white","student","6","liberal","democrat","no_vote","christian","west",0.964514474045239,-0.637029270556552
"3","1","4","3","4","2","2","5","3","1","0","3","5","3","1","2","2","2","3","3",21,"0","some_college","never_married","hispanic","student","3","liberal","democrat","no_vote","no_rel","west",0.893556010098802,-0.866697231359771
"2","0","7","6","3","2","1","3","1","2","0","1","5","3","1","1","1","2","4","1",55,"1","high_school","married","black","full_time","9","moderate","democrat","clinton","christian","northeast",1.22590973423392,0.829275858480006
"1","1","3","7","3","2","5","4","3","2","1","4","2","7","0","5","5","5","3","5",29,"0","high_school","never_married","white","unemployed","4","conservative","republican","trump","christian","northeast",1.15375787557103,-0.496169414435352
"4","0","4","4","3","3","4","7","4","2","0","3","3","4","0","3","3","4","4","3",49,"0","high_school","never_married","hispanic","homemaker","3","conservative","republican","no_vote","christian","northeast",1.76546315884165,-0.866697231359771
"1","1","4","4","3","3","4","4","3","1","0","4","4","4","0","3","2","4","2","4",39,"1","some_college","never_married","white","disabled","4","conservative","republican","trump","christian","south",1.03792259253227,-0.105261721136385
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",21,"0","high_school","civil","white","homemaker","4","liberal","independent","no_vote","no_rel","northeast",1.08673596743961,-0.866697231359771
"2","0","4","4","3","3","3","4","1","2","0","1","5","3","1","1","1","3","4","1",33,"1","some_college","never_married","black","full_time","8","very_liberal","democrat","clinton","christian","south",1.10348514780374,0.829275858480006
"2","0","3","2","4","2","2","2","1","2","0","1","5","3","1","4","2","3","3","1",20,"0","some_college","never_married","hispanic","part_time","5","liberal","democrat","no_vote","christian","northeast",1.00195079538359,-0.866697231359771
"2","0","6","2","2","1","2","4","2","2","0","2","4","2","1","2","2","7","4","3",29,"0","some_college","never_married","white","part_time","6","moderate","democrat","no_vote","no_rel","midwest",0.964514474045239,-0.105261721136385
"2","0","4","3","3","4","2","4","1","2","0","1","5","1","1","1","1","1","3","1",33,"0","some_college","married","black","homemaker","3","moderate","democrat","clinton","christian","south",0.790258896151472,-0.866697231359771
"2","0","4","4","3","4","3","4","4","2","0","3","3","4","0","3","3","4","3","3",59,"0","high_school","civil","black","part_time","1","very conservative","democrat","clinton","no_rel","south",0.811134757431303,-0.866697231359771
"3","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","2",63,"1","high_school","married","black","disabled","3","moderate","democrat","clinton","christian","northeast",0.989348149771041,-0.866697231359771
"2","0","5","2","5","4","1","4","2","2","0","2","5","2","1","2","1","1","4","1",61,"1","no_hs","married","black","full_time","11","moderate","democrat","clinton","christian","south",1.16121520704216,0.829275858480006
"1","0","4","7","3","2","4","4","3","2","1","2","5","7","1","3","2","2","5","5",44,"1","some_college","married","white","full_time","8","moderate","independent","no_vote","no_rel","west",0.938881851047225,-0.866697231359771
"1","1","2","7","3","2","4","4","3","2","1","5","3","7","0","4","2","5","4","2",28,"1","some_college","married","hispanic","full_time","7","conservative","republican","other","no_rel","south",0.601571605017229,0.829275858480006
"2","0","7","1","5","2","1","2","1","2","0","1","5","1","1","1","1","1","5","1",52,"1","high_school","civil","black","disabled","4","very_liberal","democrat","clinton","no_rel","midwest",1.09328623312682,-0.180194977787794
"2","0","6","1","3","2","1","4","2","2","0","1","5","1","1","3","1","2","4","1",31,"1","some_college","never_married","asian","unemployed","1","liberal","democrat","clinton","no_rel","west",0.965409816886478,-0.866697231359771
"3","0","4","6","3","2","4","3","4","2","0","2","3","4","1","2","2","2","3","1",21,"0","high_school","never_married","asian","unemployed","4","moderate","independent","no_vote","no_rel","south",1.01527273921028,-0.496169414435352
"1","1","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",60,"0","high_school","never_married","hispanic","unemployed","1","moderate","republican","no_vote","other_rel","south",1.42478492576814,-0.637029270556552
"1","0","4","3","3","3","1","4","4","2","0","4","5","7","0","3","3","4","1","3",22,"0","some_college","never_married","white","student","9","moderate","republican","trump","christian","south",0.925885254789467,-0.496169414435352
"4","1","4","3","3","3","2","3","4","1","1","2","4","4","1","3","3","4","3","4",26,"0","high_school","separated","white","part_time","3","very conservative","republican","no_vote","no_rel","south",0.709746566817057,-0.866697231359771
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",29,"0","no_hs","divorced","white","unemployed","3","moderate","independent","no_vote","no_rel","south",1.08673596743961,-0.866697231359771
"4","1","4","4","3","2","4","2","1","2","0","5","4","5","1","3","2","3","3","2",23,"0","high_school","never_married","white","part_time","10","conservative","independent","no_vote","jewish","northeast",1.08673596743961,-0.866697231359771
"3","0","4","1","3","3","1","4","4","1","1","5","3","4","0","3","3","4","3","4",29,"0","two_yr_college","never_married","white","part_time","1","moderate","independent","clinton","christian","northeast",1.0688721320251,-0.249543902218619
"2","0","3","3","2","2","2","3","4","2","0","2","4","4","0","3","2","4","3","4",28,"0","two_yr_college","married","asian","student","5","moderate","independent","no_vote","no_rel","west",0.923543766692973,-0.0381838482328011
"3","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","5","4","5","3",31,"0","no_hs","never_married","hispanic","unemployed","1","very_liberal","democrat","no_vote","no_rel","northeast",1.13109104003809,-0.866697231359771
"2","0","4","3","4","3","2","4","2","2","0","1","5","1","1","1","1","5","2","2",21,"0","some_college","never_married","white","part_time","1","liberal","democrat","no_vote","christian","south",0.872100489544827,-0.866697231359771
"2","0","4","3","3","2","3","4","2","2","0","2","3","3","0","3","3","1","3","3",19,"0","some_college","never_married","white","student","5","liberal","democrat","no_vote","no_rel","south",0.950807208664016,-0.0326740388823356
"1","1","1","7","2","2","5","7","5","1","1","4","2","7","0","5","4","7","3","4",29,"1","some_college","never_married","hispanic","part_time","9","conservative","republican","no_vote","no_rel","south",0.953168305760006,0.829275858480006
"3","0","4","4","3","3","2","4","1","2","0","1","5","4","0","2","1","2","2","1",19,"0","high_school","never_married","mixed","student","2","moderate","independent","no_vote","christian","midwest",1.12285827586562,-0.866697231359771
"2","0","7","1","2","2","1","4","2","2","0","3","5","1","1","1","1","1","5","1",29,"1","two_yr_college","never_married","white","full_time","5","very_liberal","democrat","clinton","no_rel","northeast",1.72607310797372,0.185616560394241
"2","0","6","1","3","2","1","2","1","2","0","1","5","1","1","1","1","1","5","1",27,"0","two_yr_college","married","white","homemaker","6","very_liberal","democrat","clinton","no_rel","south",0.980392135341193,0.49232750386146
"1","0","2","4","1","3","1","3","4","1","0","4","2","3","0","3","2","3","3","2",38,"0","high_school","separated","hispanic","full_time","3","liberal","democrat","no_vote","christian","south",0.517637763440022,-0.866697231359771
"3","0","6","1","1","3","1","4","4","2","0","2","5","1","1","1","1","1","1","4",51,"1","no_hs","separated","hispanic","student","1","moderate","democrat","no_vote","christian","west",2.01358524075506,-0.496169414435352
"1","1","2","7","4","2","5","4","4","1","1","4","3","7","0","5","3","7","3","5",41,"1","some_college","divorced","white","full_time","3","conservative","republican","trump","no_rel","midwest",0.996785201127196,-0.637029270556552
"4","0","4","1","3","3","1","4","5","2","0","1","5","2","0","1","1","5","2","5",28,"1","some_college","never_married","white","unemployed","4","moderate","independent","no_vote","no_rel","south",1.53541542020853,-0.249543902218619
"2","0","5","2","4","1","2","3","2","2","0","1","5","3","1","2","2","2","3","2",34,"1","two_yr_college","married","hispanic","full_time","6","liberal","democrat","clinton","christian","south",1.01816911884268,-0.866697231359771
"1","1","3","2","2","2","2","6","5","2","1","2","5","6","0","4","3","5","2","2",29,"0","some_college","civil","white","part_time","6","moderate","independent","no_vote","no_rel","west",0.964514474045239,-0.866697231359771
"2","0","5","6","4","4","1","3","1","2","0","2","5","2","1","1","1","1","5","2",27,"1","some_college","never_married","white","full_time","4","liberal","democrat","other","no_rel","northeast",0.969044305314549,0.829275858480006
"2","0","4","4","3","3","3","4","4","2","0","1","5","4","0","5","5","4","4","1",21,"0","two_yr_college","never_married","asian","student","6","moderate","democrat","clinton","christian","midwest",1.03822329692963,-0.866697231359771
"2","0","5","4","1","2","3","5","3","1","0","4","1","1","0","1","1","5","1","3",50,"1","high_school","separated","hispanic","unemployed","6","very conservative","democrat","clinton","no_rel","midwest",1.31913676926347,-0.637029270556552
"3","1","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",37,"1","two_yr_college","never_married","hispanic","unemployed","1","conservative","democrat","trump","christian","west",0.923451063911823,-0.496169414435352
"2","0","6","1","2","1","1","2","1","2","0","3","5","3","1","1","1","2","5","1",22,"0","some_college","never_married","white","disabled","6","liberal","democrat","clinton","no_rel","west",1.04130667882531,-0.866697231359771
"2","1","4","4","3","3","3","4","4","2","0","5","5","6","0","1","1","4","3","2",38,"0","high_school","never_married","black","disabled","6","liberal","democrat","clinton","christian","midwest",0.830506141914972,-0.637029270556552
"2","0","5","1","3","1","2","1","1","2","0","1","5","7","1","1","2","3","3","2",20,"1","some_college","never_married","white","student","10","moderate","democrat","no_vote","christian","midwest",1.53541542020853,0.49232750386146
"1","1","1","7","3","2","5","7","7","1","1","5","3","7","0","5","5","7","3","5",57,"1","high_school","divorced","hispanic","disabled","1","moderate","independent","trump","other_rel","south",1.27229679676651,0.829275858480006
"1","1","4","7","2","2","5","6","3","1","1","1","4","7","1","5","5","4","3","5",21,"1","some_college","never_married","asian","part_time","12","very conservative","republican","no_vote","christian","west",0.967302368559431,0.185616560394241
"3","0","5","5","4","4","3","5","5","2","1","3","2","6","0","3","3","5","4","4",20,"1","some_college","separated","hispanic","part_time","4","very conservative","independent","no_vote","christian","south",1.4594537392949,-0.496169414435352
"1","1","4","4","3","3","4","7","7","1","1","5","3","7","0","4","3","7","2","5",36,"1","high_school","never_married","white","full_time","4","conservative","republican","no_vote","no_rel","south",1.0508012495074,0.49232750386146
"1","1","2","7","3","4","5","5","3","1","1","5","1","7","0","3","4","7","2","4",30,"1","high_school","divorced","hispanic","retired","8","moderate","independent","other","christian","west",0.985875611832836,0.829275858480006
"1","1","1","7","3","1","5","4","2","1","1","5","1","7","0","5","5","7","3","5",44,"1","some_college","married","white","full_time","4","very conservative","independent","trump","christian","south",1.02317208250484,0.49232750386146
"1","1","3","7","3","2","5","4","4","2","1","2","5","7","1","3","3","3","3","5",43,"1","some_college","married","white","full_time","6","conservative","republican","trump","christian","south",1.02317208250484,-0.0326740388823356
"1","1","2","7","2","2","5","7","6","1","1","4","2","7","0","3","3","7","3","4",60,"1","high_school","married","mixed","full_time","2","conservative","independent","trump","christian","south",0.764566903196331,0.185616560394241
"2","0","7","1","3","3","1","1","1","2","0","1","5","1","1","3","3","4","4","5",35,"1","high_school","never_married","black","full_time","1","very_liberal","democrat","no_vote","christian","south",0.856536332724714,0.49232750386146
"4","0","4","2","3","3","2","4","4","2","0","1","5","4","0","1","2","3","4","3",19,"0","high_school","never_married","hispanic","unemployed","1","moderate","democrat","no_vote","no_rel","south",0.759473799467414,-0.866697231359771
"1","1","1","7","3","3","5","5","3","1","1","5","5","7","0","5","4","7","2","4",35,"1","no_hs","civil","hispanic","full_time","6","very conservative","republican","trump","christian","west",1.35255272676996,0.49232750386146
"2","0","4","4","3","3","3","4","4","2","0","1","5","1","0","1","3","1","3","1",41,"1","no_hs","never_married","black","unemployed","3","moderate","democrat","clinton","no_rel","south",1.47434736761809,-0.866697231359771
"2","0","5","5","4","3","3","3","3","2","0","1","4","3","0","5","2","4","4","3",28,"1","high_school","married","hispanic","part_time","3","conservative","independent","clinton","other_rel","west",1.75605322900012,-0.866697231359771
"1","1","1","6","3","3","3","5","5","2","1","1","5","7","1","3","2","3","4","2",34,"0","some_college","married","black","homemaker","4","moderate","independent","no_vote","other_rel","west",0.684839820618371,0.829275858480006
"4","0","4","4","3","3","5","4","4","2","0","3","3","4","0","3","3","4","3","3",34,"0","high_school","married","hispanic","part_time","2","moderate","independent","no_vote","christian","south",0.517637763440022,-0.866697231359771
"2","0","7","1","5","4","2","1","1","2","0","1","5","5","1","1","1","1","5","1",42,"0","four_yr_college","never_married","white","full_time","7","very_liberal","democrat","clinton","christian","south",1.10598762744637,-0.174762385142252
"3","0","7","2","4","3","1","1","1","2","0","1","5","1","1","1","1","1","5","1",43,"1","high_school","married","white","homemaker","4","liberal","independent","other","other_rel","west",0.723043209520573,-0.496169414435352
"2","0","7","7","3","3","1","4","4","2","0","1","5","4","0","3","1","4","1","3",34,"1","high_school","never_married","black","full_time","2","very_liberal","democrat","no_vote","no_rel","south",0.856536332724714,-0.637029270556552
"3","0","4","3","3","3","1","4","4","1","1","3","3","4","0","3","3","4","3","3",29,"0","high_school","never_married","hispanic","disabled","6","very_liberal","independent","no_vote","mormon","west",0.739887509537653,-0.866697231359771
"2","1","2","1","2","3","1","1","1","1","0","1","5","1","1","1","1","1","4","1",42,"1","no_hs","never_married","hispanic","full_time","1","very conservative","democrat","no_vote","christian","northeast",0.84560378533857,-0.866697231359771
"2","0","6","1","4","3","1","4","4","2","0","4","5","6","1","1","1","6","4","1",33,"1","high_school","never_married","white","unemployed","2","moderate","democrat","no_vote","no_rel","south",1.14563564048251,0.829275858480006
"2","0","6","6","4","4","2","5","3","2","0","1","5","4","1","1","1","1","4","4",39,"1","high_school","never_married","hispanic","disabled","2","very_liberal","democrat","no_vote","christian","west",0.583031415808923,-0.180194977787794
"3","1","3","2","3","3","4","2","4","1","0","3","2","3","0","2","2","5","4","4",21,"1","high_school","never_married","hispanic","unemployed","1","liberal","independent","no_vote","muslim","south",1.56208401258218,-0.249543902218619
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",42,"1","high_school","married","hispanic","homemaker","8","very_liberal","independent","no_vote","no_rel","south",0.492780412396431,-0.866697231359771
"4","0","4","4","3","3","3","4","4","1","0","3","3","4","0","3","3","3","3","3",44,"1","some_college","never_married","hispanic","full_time","5","very_liberal","independent","no_vote","buddhist","south",0.818925535303867,0.185616560394241
"3","0","5","4","5","4","3","7","7","1","1","5","4","3","0","2","2","2","2","2",38,"0","two_yr_college","married","black","full_time","9","moderate","independent","no_vote","christian","south",0.644777938868247,-0.866697231359771
"2","0","4","4","3","3","2","3","4","2","0","1","5","2","1","1","1","1","4","2",32,"0","post_grad","separated","black","full_time","13","liberal","democrat","no_vote","no_rel","south",1.55084600508275,-0.866697231359771
"2","1","1","4","3","3","3","4","4","2","0","3","3","4","0","3","3","7","3","3",38,"0","two_yr_college","never_married","black","other_empl","1","moderate","democrat","no_vote","christian","south",0.644777938868247,0.49232750386146
"2","1","7","5","2","4","4","1","1","1","1","1","1","1","1","1","1","2","3","2",34,"1","high_school","never_married","white","unemployed","2","very_liberal","democrat","clinton","christian","midwest",1.30645991139201,-0.0381838482328011
"2","0","7","1","5","5","5","4","4","2","0","1","5","1","0","3","3","1","1","1",40,"1","high_school","never_married","black","unemployed","2","moderate","independent","no_vote","no_rel","south",0.879210548374878,0.0384082087705089
"2","0","4","4","3","2","2","4","3","2","0","1","5","1","1","2","1","1","4","5",29,"0","two_yr_college","never_married","hispanic","part_time","5","moderate","republican","no_vote","no_rel","west",0.893556010098802,-0.637029270556552
"3","0","3","3","4","4","4","4","1","2","0","1","5","1","1","1","1","1","2","3",24,"0","high_school","never_married","white","part_time","2","liberal","democrat","clinton","other_rel","west",1.2216796211481,-0.866697231359771
"2","0","4","4","4","4","3","4","4","2","0","3","3","4","0","3","3","4","3","3",25,"0","high_school","never_married","white","unemployed","1","moderate","democrat","clinton","no_rel","midwest",1.2216796211481,-0.637029270556552
"4","0","6","5","4","3","2","5","5","1","1","2","3","5","0","3","4","6","4","3",40,"0","high_school","never_married","black","unemployed","1","moderate","democrat","no_vote","no_rel","south",0.668536043236872,-0.637029270556552
"1","1","2","3","3","2","2","4","3","2","1","4","4","3","1","3","2","3","4","4",29,"0","some_college","married","white","part_time","2","conservative","republican","trump","jewish","south",0.925885254789467,-0.0326740388823356
"3","0","4","4","3","3","3","6","4","1","0","3","3","4","0","3","3","4","1","1",43,"1","some_college","widowed","black","full_time","3","moderate","independent","no_vote","no_rel","south",0.641080346786252,-0.637029270556552
"1","1","3","3","3","3","4","4","4","2","1","3","4","3","0","4","4","3","2","5",22,"1","some_college","never_married","white","student","5","very conservative","republican","trump","christian","south",1.63010858793284,-0.866697231359771
"3","1","5","5","2","1","1","4","2","2","1","4","2","5","1","3","3","3","1","2",29,"0","some_college","never_married","white","full_time","8","very_liberal","democrat","other","no_rel","midwest",0.608732494258821,0.185616560394241
"2","0","4","4","3","3","1","7","7","1","1","2","4","2","0","3","3","2","3","3",26,"0","no_hs","never_married","black","homemaker","8","liberal","democrat","no_vote","no_rel","west",1.47702580432366,-0.387596693726537
"1","1","5","3","3","2","2","5","4","1","1","1","1","1","1","3","3","2","5","4",45,"0","high_school","married","hispanic","full_time","3","liberal","republican","no_vote","christian","south",0.517637763440022,0.49232750386146
"4","0","1","1","5","5","1","7","7","2","0","1","5","1","0","5","5","7","1","5",20,"0","high_school","never_married","white","full_time","2","moderate","democrat","no_vote","no_rel","south",0.709746566817057,-0.637029270556552
"2","0","3","1","3","2","1","4","2","2","0","2","5","2","1","1","1","1","5","1",21,"1","some_college","never_married","white","student","3","liberal","democrat","clinton","christian","south",1.72607310797372,0.829275858480006
"1","0","4","5","3","3","2","4","7","2","0","2","5","4","1","3","3","1","3","1",34,"0","high_school","married","hispanic","homemaker","2","very conservative","republican","trump","christian","midwest",0.490108207577051,-0.866697231359771
"1","1","4","4","3","1","3","6","6","2","1","1","5","4","0","3","3","4","3","2",43,"1","some_college","never_married","hispanic","disabled","2","conservative","independent","trump","christian","west",0.961561950606987,-0.174762385142252
"1","1","2","7","3","2","5","7","6","2","1","1","3","7","0","5","3","7","1","3",32,"0","four_yr_college","never_married","hispanic","full_time","6","very conservative","republican","trump","christian","west",1.06662283385558,-0.0381838482328011
"1","1","3","3","2","2","3","3","5","1","0","2","2","6","0","2","2","3","4","2",24,"1","post_grad","never_married","black","student","15","moderate","republican","trump","christian","west",0.586229142147669,-0.637029270556552
"2","0","3","6","3","4","2","5","3","2","0","3","4","3","0","3","1","2","4","4",20,"1","some_college","never_married","asian","full_time","4","liberal","democrat","no_vote","jewish","northeast",0.642045199052611,0.0384082087705089
"1","1","3","7","4","3","3","4","4","1","1","3","4","7","0","4","3","7","2","4",30,"1","some_college","never_married","white","unemployed","9","conservative","republican","trump","christian","south",1.08198162935896,-0.387596693726537
"4","0","6","6","5","5","5","7","7","1","0","3","3","6","0","2","3","6","4","3",27,"0","no_hs","never_married","white","homemaker","1","very conservative","democrat","no_vote","no_rel","midwest",1.63727145200087,-0.866697231359771
"2","0","7","1","4","2","1","4","2","2","0","2","5","5","0","2","3","3","2","2",42,"1","high_school","widowed","black","part_time","3","liberal","democrat","other","no_rel","south",0.554894762590989,-0.249543902218619
"2","0","4","1","4","1","1","4","2","2","0","2","5","2","1","1","1","1","2","1",42,"0","high_school","divorced","black","homemaker","4","very_liberal","democrat","no_vote","christian","midwest",0.738770525410191,0.185616560394241
"1","1","3","6","3","3","5","7","4","1","1","5","3","7","0","3","3","4","2","4",31,"0","high_school","married","hispanic","full_time","9","very conservative","republican","trump","christian","northeast",0.490108207577051,-0.496169414435352
"2","0","6","1","3","2","2","4","1","2","0","5","5","3","0","3","3","1","2","2",28,"1","high_school","married","hispanic","full_time","7","moderate","democrat","clinton","christian","south",1.75605322900012,-0.496169414435352
"4","0","4","4","4","2","3","2","2","2","0","1","4","2","1","2","3","1","2","3",25,"0","high_school","married","white","homemaker","4","very_liberal","independent","no_vote","christian","south",0.709746566817057,-0.496169414435352
"1","1","4","4","3","3","2","4","4","2","0","3","3","4","1","3","3","3","3","2",44,"1","high_school","never_married","white","unemployed","3","liberal","democrat","no_vote","buddhist","south",0.950902188719548,-0.866697231359771
"2","1","3","6","2","2","5","4","2","2","1","1","3","6","1","3","3","7","4","4",19,"1","some_college","never_married","white","student","6","very conservative","republican","no_vote","christian","midwest",1.53541542020853,-0.496169414435352
"2","0","5","4","4","1","1","4","1","2","0","5","5","7","1","1","1","1","5","1",32,"1","no_hs","civil","black","other_empl","1","very_liberal","democrat","no_vote","other_rel","south",1.97589188977812,-0.387596693726537
"3","0","7","1","2","1","1","1","1","2","0","1","5","1","1","1","1","1","5","2",20,"1","some_college","never_married","hispanic","part_time","10","very_liberal","democrat","no_vote","no_rel","south",1.4594537392949,0.49232750386146
"3","0","5","2","3","2","3","2","1","2","0","1","5","1","1","1","1","3","5","2",29,"0","two_yr_college","never_married","hispanic","part_time","2","liberal","democrat","clinton","muslim","south",0.909013504350289,-0.249543902218619
"2","0","6","1","3","2","1","4","2","2","0","2","5","1","1","1","1","2","4","2",37,"1","high_school","never_married","white","unemployed","1","liberal","democrat","clinton","no_rel","midwest",1.2878930643438,0.829275858480006
"3","1","6","3","2","2","2","1","2","1","0","1","1","4","0","1","1","3","3","1",39,"0","no_hs","never_married","black","part_time","1","very_liberal","republican","no_vote","no_rel","south",1.20145950058031,-0.866697231359771
"4","0","4","4","4","3","2","2","4","2","0","2","3","4","1","3","2","4","1","2",28,"0","high_school","never_married","black","unemployed","1","conservative","republican","no_vote","no_rel","south",1.47702580432366,-0.866697231359771
"1","1","1","5","2","1","5","4","4","2","1","4","1","7","1","5","2","3","4","4",38,"1","high_school","divorced","other_race","full_time","10","moderate","independent","trump","no_rel","west",0.79136929552833,0.49232750386146
"4","1","3","3","2","2","2","3","4","1","0","2","3","1","1","2","3","2","3","3",28,"0","high_school","never_married","mixed","part_time","1","conservative","democrat","no_vote","christian","west",1.12285827586562,-0.866697231359771
"3","0","7","5","2","2","2","3","3","1","0","3","3","3","1","3","3","4","5","3",31,"0","high_school","married","hispanic","part_time","1","moderate","republican","no_vote","buddhist","northeast",0.461637773738036,0.49232750386146
"2","0","6","1","2","2","1","1","1","2","0","1","5","1","1","1","1","1","4","1",20,"1","some_college","never_married","hispanic","student","12","very_liberal","democrat","no_vote","no_rel","south",1.4594537392949,0.829275858480006
"4","0","4","4","3","3","3","4","4","2","0","3","3","4","0","3","3","4","3","3",39,"1","high_school","married","asian","full_time","5","liberal","independent","no_vote","muslim","west",0.745398575548039,-0.496169414435352
"2","0","3","2","2","2","3","4","5","2","0","2","5","3","1","2","2","1","4","1",33,"1","some_college","married","black","full_time","4","moderate","independent","clinton","no_rel","south",1.10348514780374,-0.866697231359771
"2","0","7","2","4","2","1","2","1","2","0","1","5","6","1","1","1","3","5","2",41,"0","two_yr_college","married","white","full_time","7","liberal","democrat","other","no_rel","south",0.487235941887731,0.829275858480006
"1","1","1","1","1","1","1","7","7","1","1","5","1","7","0","5","5","7","1","5",40,"1","high_school","married","hispanic","full_time","9","moderate","republican","trump","christian","midwest",0.618988519612293,0.310796619831025
"4","1","4","4","3","3","4","4","4","2","0","3","3","3","1","3","3","3","2","3",40,"0","high_school","never_married","hispanic","full_time","11","moderate","democrat","no_vote","christian","south",0.517637763440022,-0.866697231359771
"2","1","1","1","3","2","2","4","1","2","0","1","1","7","1","1","1","7","5","1",24,"1","some_college","never_married","black","other_empl","3","moderate","independent","no_vote","mormon","south",3.47027368867645,-0.866697231359771
"2","0","4","3","4","3","2","3","2","2","0","2","5","1","1","1","1","2","3","3",36,"0","some_college","married","black","part_time","4","moderate","democrat","clinton","muslim","west",0.769878680441003,-0.387596693726537
"1","1","2","7","3","2","5","7","7","2","1","4","3","7","0","5","5","7","2","2",33,"1","two_yr_college","never_married","mixed","part_time","3","very conservative","republican","trump","no_rel","west",0.949363310041571,0.829275858480006
"2","0","3","1","5","4","1","1","1","2","0","1","5","1","1","1","1","1","5","1",40,"1","high_school","never_married","white","full_time","6","very_liberal","independent","trump","christian","south",1.25093813476311,0.49232750386146
"2","0","4","2","3","2","3","4","2","2","0","3","3","3","1","3","3","4","2","3",33,"1","high_school","never_married","hispanic","disabled","3","very_liberal","democrat","other","christian","west",0.357775843136811,-0.866697231359771
"3","0","3","5","3","2","2","1","1","2","0","1","5","3","1","3","3","4","2","2",23,"0","no_hs","married","white","full_time","5","moderate","democrat","clinton","christian","south",1.2216796211481,-0.249543902218619
"3","0","4","2","3","2","2","1","1","2","0","1","5","1","1","1","1","1","3","1",28,"0","some_college","never_married","white","part_time","4","moderate","republican","trump","christian","west",1.02399865641126,-0.105261721136385
"4","0","4","4","3","3","4","4","4","2","0","2","3","5","0","2","2","4","4","3",19,"0","high_school","never_married","black","homemaker","5","conservative","republican","no_vote","christian","south",1.47702580432366,-0.866697231359771
"2","0","4","1","3","3","2","7","2","1","0","5","5","4","0","3","3","4","3","1",43,"0","some_college","never_married","black","full_time","7","liberal","democrat","clinton","christian","south",0.724842180329313,-0.866697231359771
"1","1","5","3","4","4","4","3","5","1","1","1","2","5","1","2","1","3","4","2",20,"1","some_college","never_married","native_american","unemployed","5","very conservative","republican","clinton","christian","south",0.721770107035809,0.185616560394241
"1","1","3","3","2","2","5","5","3","2","0","2","5","7","0","4","2","1","2","5",28,"0","two_yr_college","married","white","full_time","11","moderate","republican","trump","christian","south",0.925885254789467,-0.866697231359771
"4","0","4","1","4","3","3","3","1","2","0","1","5","2","1","1","1","3","4","1",27,"0","high_school","married","white","full_time","4","very conservative","democrat","no_vote","no_rel","west",1.08673596743961,-0.387596693726537
"1","1","2","3","4","3","5","5","6","1","1","2","4","5","1","2","2","3","4","5",26,"0","two_yr_college","never_married","white","part_time","3","moderate","republican","no_vote","no_rel","south",0.872100489544827,-0.866697231359771
"2","0","3","1","3","3","2","1","1","2","0","1","5","2","1","1","1","1","5","1",29,"0","some_college","married","white","homemaker","5","very_liberal","democrat","trump","no_rel","northeast",1.00944602738271,-0.866697231359771
"1","1","1","7","2","2","4","4","4","2","1","3","3","5","0","3","3","5","3","4",26,"0","some_college","never_married","white","part_time","12","conservative","republican","trump","christian","midwest",1.02399865641126,-0.866697231359771
"2","0","4","2","3","3","4","4","3","2","0","1","5","2","1","2","2","2","3","1",34,"0","two_yr_college","married","black","unemployed","3","liberal","democrat","clinton","christian","south",0.790258896151472,-0.637029270556552
"3","0","4","3","3","2","3","2","1","2","0","2","4","2","1","2","2","1","4","2",27,"0","two_yr_college","married","hispanic","homemaker","5","moderate","democrat","no_vote","no_rel","west",0.893556010098802,-0.496169414435352
"1","1","4","3","2","3","2","2","3","1","0","1","3","2","0","2","1","3","5","2",26,"1","high_school","never_married","white","homemaker","4","moderate","republican","no_vote","no_rel","south",7.03646496881757,0.49232750386146
"2","0","4","4","3","3","1","5","4","1","0","2","5","4","0","1","3","1","1","3",34,"0","high_school","married","black","full_time","3","moderate","democrat","clinton","christian","south",0.931252523689757,-0.866697231359771
"2","0","5","1","3","1","1","2","1","2","0","1","5","1","1","1","1","1","5","1",26,"0","some_college","never_married","white","unemployed","2","very_liberal","democrat","clinton","no_rel","northeast",1.0688721320251,-0.866697231359771
"2","0","1","1","1","3","1","1","2","2","1","1","1","1","1","1","1","7","2","1",37,"1","two_yr_college","married","black","part_time","2","moderate","democrat","no_vote","christian","northeast",0.981596957905189,0.185616560394241
