x01_1,x01_2,x01_3,x01_4,x01_5,x01_6,eu_vote,party_id,income,gender,religion,age,ethnic_group,education,marital_status,social_class,region,wt_vote,ability
1,1,1,1,1,1,2,1,15,1,1,3,1,5,2,1,London,1.61723250480347,1.0073761227189837
1,0,0,0,0,1,2,0,5,2,1,2,1,4,3,2,London,0.471300738670638,-0.8119912597841162
1,1,1,1,1,1,2,1,11,2,0,3,1,0,3,2,London,0.541753265120008,1.0073761227189837
1,0,1,1,1,1,2,1,15,1,0,3,2,4,3,1,London,0.468754239270749,0.4077488558446815
1,1,1,1,1,1,2,3,6,1,0,2,1,4,3,1,London,0.515803346629809,1.0073761227189837
1,1,1,1,1,1,2,1,14,2,0,4,1,5,2,1,London,0.461174683544448,1.0073761227189837
1,1,1,1,1,1,2,1,14,1,0,3,1,4,2,1,London,0.472006516257475,1.0073761227189837
1,0,1,0,0,1,2,0,4,1,1,2,3,5,1,2,London,1.03160669325962,-0.8119912597841162
1,1,1,0,1,1,2,9,4,1,0,3,1,3,3,2,London,3.04721641418551,0.10198396588856312
1,1,1,1,0,1,2,3,14,1,0,3,1,4,2,1,London,0.502056934559376,0.3719916958057807
1,0,1,1,1,1,2,1,13,2,0,3,1,4,3,1,London,0.431282621997332,0.4077488558446815
1,1,1,1,1,1,1,2,11,2,0,4,1,4,6,2,London,1.05646219693947,1.0073761227189837
0,0,0,0,0,0,2,0,4,1,0,4,1,0,1,2,London,1.25349850529198,-1.3322879951954447
1,0,0,1,1,1,2,0,10,2,0,8,1,5,3,1,London,0.461623121547302,0.4077488558446815
1,1,1,1,1,1,2,1,10,1,1,5,4,4,1,1,London,0.981092463061454,1.0073761227189837
1,0,0,0,0,0,2,1,4,1,0,3,1,4,1,4,London,1.00411386911875,-1.3322879951954447
1,1,1,0,1,1,2,1,14,1,0,5,1,1,3,2,London,0.547827627254527,0.10198396588856312
0,0,0,0,0,0,0,0,12,2,0,2,1,0,3,2,London,0.564006042518166,-1.3322879951954447
1,1,1,1,1,1,1,2,7,2,0,6,1,3,6,1,London,0.587933637913106,1.0073761227189837
1,0,1,0,1,1,1,1,2,2,0,4,1,2,3,2,London,0.981075117984507,-0.31929598673165877
1,1,1,1,1,1,2,2,12,1,0,1,1,4,3,1,London,0.894937193917661,1.0073761227189837
0,0,1,0,0,0,2,1,4,2,1,2,4,1,5,1,London,0.564006042518166,-1.3322879951954447
1,1,1,0,1,1,2,1,6,2,1,5,1,2,6,2,London,1.00112404107585,0.10198396588856312
1,1,1,1,1,1,2,2,7,2,1,4,1,4,3,1,London,1.05646219693947,1.0073761227189837
1,0,1,1,1,1,2,2,5,2,1,2,1,4,1,1,London,1.07965903498515,0.4077488558446815
1,0,1,0,1,1,0,1,3,2,0,1,1,1,3,2,London,1.85967229453824,-0.31929598673165877
0,0,1,1,1,0,2,1,7,1,0,2,4,3,3,4,London,0.617262355817369,0.009059745233523505
1,0,1,0,0,0,2,1,1,1,1,4,3,0,1,2,London,3.13374626322995,-1.3322879951954447
1,0,1,1,0,1,1,1,3,1,0,4,2,0,2,2,London,0.626749252645991,-0.07169754637681017
1,0,0,1,1,0,2,1,12,2,0,3,1,5,2,1,London,0.862565243994664,0.009059745233523505
1,1,1,1,1,1,2,1,8,2,0,5,1,2,3,2,London,1.00112404107585,1.0073761227189837
1,1,1,1,1,1,2,3,15,1,0,3,1,4,1,1,London,0.944013032514951,1.0073761227189837
1,1,1,1,1,1,2,0,12,1,0,4,1,5,1,1,London,1.00944227596216,1.0073761227189837
1,0,1,1,1,0,2,1,10,2,0,2,1,4,3,1,London,0.942601477341277,0.009059745233523505
0,0,0,0,1,1,0,0,8,1,1,2,3,3,3,2,London,2.11492153484355,-0.31929598673165877
0,0,1,0,0,0,0,1,9,2,1,6,2,3,2,1,London,1.02659654153341,-1.3322879951954447
1,1,1,1,1,1,0,1,9,1,0,1,1,4,3,1,London,1.17199378754708,1.0073761227189837
1,1,1,0,1,0,1,1,3,1,0,5,1,2,3,2,London,0.551562729739913,-0.26893785481927324
1,1,0,0,1,1,1,7,10,2,1,2,1,0,3,2,London,0.567851449844079,0.10198396588856312
0,0,0,0,0,0,0,1,10,1,1,1,3,0,3,2,London,2.32447922360936,-1.3322879951954447
1,1,1,1,1,1,2,2,14,1,0,6,1,5,4,1,London,0.45595310720956,1.0073761227189837
0,0,0,1,1,0,0,3,13,1,0,2,3,5,3,1,London,0.883646633599762,0.009059745233523505
0,0,0,0,0,0,0,0,7,2,1,3,4,4,1,2,London,1.47770052113112,-1.3322879951954447
1,1,1,1,1,1,1,3,11,1,0,6,1,4,1,1,London,2.72782267622051,1.0073761227189837
1,1,1,1,1,1,2,2,13,1,1,4,1,5,6,1,London,0.536854341230907,1.0073761227189837
1,0,1,1,0,1,2,3,15,2,0,3,1,4,1,4,London,0.917480685841195,-0.07169754637681017
0,0,1,0,1,0,0,6,2,2,0,2,3,4,3,1,London,0.807407152087141,-0.7159648149255413
1,1,1,1,1,1,1,2,15,2,0,6,1,2,1,2,North East,0.911338919312473,1.0073761227189837
1,0,1,1,1,1,1,1,13,2,0,6,1,4,1,2,North East,0.563802823032906,0.4077488558446815
1,1,1,0,1,1,1,0,9,1,0,5,1,2,2,2,North East,0.903234494445223,0.10198396588856312
1,0,1,0,0,1,0,0,14,2,0,4,1,0,3,4,North East,0.760368075691308,-0.8119912597841162
1,1,0,0,0,1,2,2,4,1,1,7,1,4,1,2,North East,0.448490976119034,-0.350184702862402
1,1,1,1,1,1,2,2,2,2,1,5,1,2,1,2,North East,1.77745251377727,1.0073761227189837
1,1,1,1,1,1,2,2,13,1,1,7,1,0,5,2,North East,0.546145041724175,1.0073761227189837
1,0,1,0,1,0,2,2,11,2,1,8,1,4,1,1,North East,0.819591922825267,-0.7159648149255413
1,0,1,1,1,1,1,2,6,1,0,5,1,4,1,4,North East,0.818813669500304,0.4077488558446815
1,0,1,0,1,0,1,0,13,1,0,1,1,0,2,2,North East,1.8015539909638,-0.7159648149255413
0,1,1,0,1,1,0,0,15,2,1,7,1,3,4,4,North East,0.74637644389739,0.10198396588856312
1,1,1,1,1,1,2,3,11,1,1,6,1,0,2,2,North East,0.926216303021423,1.0073761227189837
1,0,1,0,0,0,1,7,5,1,0,3,1,0,1,1,North East,1.5744673291543,-1.3322879951954447
1,1,1,1,0,1,2,2,9,2,1,6,1,0,1,4,North East,0.911338919312473,0.3719916958057807
1,0,1,0,0,0,0,1,3,2,0,1,1,4,3,1,North East,0.947903442189599,-1.3322879951954447
1,1,1,0,0,0,1,1,4,2,1,7,1,0,1,2,North East,1.30702744616228,-0.7517599917374171
0,0,1,0,0,0,1,7,8,2,1,2,2,4,1,2,North East,0.735530542885473,-1.3322879951954447
1,0,1,0,1,0,2,1,3,2,1,1,1,3,2,2,North East,0.960874737039802,-0.7159648149255413
1,0,1,0,0,1,1,1,7,2,0,6,1,0,6,2,North East,0.397824398197324,-0.8119912597841162
1,0,1,1,1,1,2,3,9,2,1,3,1,5,3,1,North East,0.334259356246758,0.4077488558446815
1,0,1,0,1,1,0,1,4,1,0,4,1,4,3,2,North East,0.782353631056951,-0.31929598673165877
1,1,1,1,1,1,1,1,5,1,1,6,1,4,1,2,North East,0.925559920975224,1.0073761227189837
1,1,1,1,1,1,1,2,6,1,0,8,1,3,1,1,North East,1.09229008344835,1.0073761227189837
1,1,1,0,0,1,2,0,8,2,1,7,1,4,1,1,North East,0.819591922825267,-0.350184702862402
0,0,0,0,0,0,1,3,7,1,1,4,1,2,1,2,North East,2.06671411295804,-1.3322879951954447
1,1,1,1,1,1,1,2,14,1,0,2,1,4,1,2,North East,1.37367986003507,1.0073761227189837
1,1,1,1,1,1,2,3,14,1,1,5,1,5,1,1,North East,0.760381518742242,1.0073761227189837
1,1,1,0,1,1,2,1,2,1,0,6,1,2,4,2,North East,0.435388997140041,0.10198396588856312
0,0,1,0,1,1,0,0,4,1,1,3,1,2,5,2,North East,0.787233664577148,-0.31929598673165877
1,1,1,0,1,1,1,2,3,1,1,6,1,2,4,2,North East,0.997392165820198,0.10198396588856312
1,0,1,0,1,1,1,1,8,1,0,2,1,2,1,2,North East,0.956800516261689,-0.31929598673165877
1,0,0,0,0,0,1,1,3,1,0,5,1,0,6,2,North East,0.424585876361649,-1.3322879951954447
1,1,1,0,1,1,2,1,13,1,1,7,1,2,1,2,North East,0.476814537266298,0.10198396588856312
1,0,1,0,0,0,1,2,3,2,1,6,1,1,6,2,North East,0.455669459656236,-1.3322879951954447
1,1,1,1,1,1,1,0,4,1,1,6,1,3,1,4,North East,0.997392165820198,1.0073761227189837
1,0,1,0,0,1,2,1,5,2,1,4,1,1,6,1,North East,0.88768605729717,-0.8119912597841162
0,0,0,0,1,1,0,0,6,1,1,2,3,3,1,2,North East,0.819569668116122,-0.31929598673165877
1,1,0,0,0,1,1,2,6,1,0,1,1,2,3,2,North East,1.20451251783542,-0.350184702862402
0,0,1,0,1,0,2,2,6,2,0,8,1,0,4,2,North East,0.499024605535653,-0.7159648149255413
1,0,1,0,1,0,1,7,8,1,0,2,1,3,3,2,North East,1.43520077439253,-0.7159648149255413
1,1,1,1,0,0,2,1,9,2,1,5,1,3,1,2,North East,0.775906703459147,-0.021614839243643102
1,0,1,0,1,0,1,7,4,1,1,4,1,2,5,2,North East,0.978129631945959,-0.7159648149255413
0,1,1,1,1,0,2,1,7,1,0,4,1,2,1,2,North East,0.971505880516936,0.4681354858055186
1,0,1,0,0,0,2,1,13,2,1,3,1,4,1,1,North East,1.14527040906796,-1.3322879951954447
0,1,1,1,1,1,0,0,12,2,0,1,1,5,2,2,North East,0.947903442189599,1.0073761227189837
1,1,1,1,0,0,2,1,9,2,0,5,1,3,2,2,North East,0.775906703459147,-0.021614839243643102
1,1,1,0,0,1,2,2,7,2,1,5,1,4,6,2,North East,0.374083931202247,-0.350184702862402
1,0,1,0,0,0,0,0,6,2,0,3,1,4,3,2,North East,0.572635204533978,-1.3322879951954447
1,1,1,1,1,1,2,3,7,1,0,5,1,4,3,2,North East,0.380190759371121,1.0073761227189837
0,0,1,0,0,1,0,1,12,2,0,2,1,3,2,2,North East,0.87424944607469,-0.8119912597841162
1,1,1,1,1,1,2,1,6,1,1,4,1,2,1,2,North East,0.485752940258468,1.0073761227189837
1,0,1,0,0,0,2,1,4,2,0,3,1,2,3,2,North East,0.419878029875067,-1.3322879951954447
1,1,1,1,1,1,1,1,3,1,0,5,1,4,1,2,North East,0.714869185111609,1.0073761227189837
1,0,0,0,0,0,0,1,13,1,0,3,1,3,3,2,North East,0.919050089319892,-1.3322879951954447
1,0,1,0,0,1,0,1,3,2,1,5,1,3,5,2,North East,0.664620878265877,-0.8119912597841162
1,1,1,0,1,0,1,2,5,2,1,8,1,0,4,2,North East,0.499024605535653,-0.26893785481927324
1,0,1,1,1,1,1,1,12,1,1,4,1,4,2,2,North East,0.782353631056951,0.4077488558446815
1,1,1,1,0,1,2,2,2,2,1,8,1,4,4,4,North East,0.409795961412634,0.3719916958057807
1,0,1,0,0,1,0,1,3,2,1,2,1,0,2,2,North East,1.49771726957173,-0.8119912597841162
0,0,1,0,1,1,2,1,14,1,0,2,1,4,2,1,North East,0.7995318420016,-0.31929598673165877
1,0,1,0,1,1,2,1,13,2,0,3,1,4,1,2,North East,0.668518712493515,-0.31929598673165877
1,0,1,0,0,1,2,2,5,2,1,8,1,0,4,1,North East,0.499024605535653,-0.8119912597841162
1,1,1,1,0,1,2,2,15,2,0,5,1,4,1,1,North East,0.748167862404495,0.3719916958057807
1,1,1,1,1,1,1,2,11,1,0,8,1,4,4,1,North East,0.448490976119034,1.0073761227189837
1,0,1,0,1,0,1,0,4,2,1,3,1,3,5,2,North East,0.719312524910558,-0.7159648149255413
1,0,1,0,0,1,0,0,12,1,1,2,1,4,3,2,North East,0.684857538494788,-0.8119912597841162
1,1,1,0,1,0,0,1,6,1,0,6,1,0,1,2,North East,0.74588508225654,-0.26893785481927324
0,0,0,0,0,0,0,0,5,2,0,1,1,2,3,2,North East,1.64611907279007,-1.3322879951954447
1,0,1,0,1,1,0,1,4,2,0,4,1,0,5,4,North East,1.52073615138262,-0.31929598673165877
1,0,1,0,1,1,1,1,6,2,1,6,1,1,1,2,North East,0.795648796394649,-0.31929598673165877
1,0,1,0,0,0,0,1,5,2,1,1,1,3,2,2,North East,0.960874737039802,-1.3322879951954447
1,1,1,1,1,0,0,1,3,2,1,5,1,2,6,2,North East,0.664620878265877,0.4681354858055186
0,0,1,0,0,0,2,1,5,2,0,4,1,4,6,2,North East,0.357426766061126,-1.3322879951954447
1,0,1,0,0,1,1,1,7,2,0,3,1,3,3,2,North East,0.419878029875067,-0.8119912597841162
1,0,1,0,1,1,1,1,4,2,0,3,1,3,6,2,North East,2.15793757473167,-0.31929598673165877
1,0,0,0,0,0,2,1,2,2,1,8,1,0,4,2,North East,0.435675815387426,-1.3322879951954447
1,0,1,0,0,1,1,2,15,1,1,3,1,3,2,1,North East,0.4563587690343,-0.8119912597841162
1,0,0,1,1,1,1,1,11,1,1,1,1,2,3,2,North East,1.05160540688973,0.4077488558446815
1,0,1,0,0,1,2,1,6,1,1,6,1,0,4,2,North East,0.435388997140041,-0.8119912597841162
1,1,1,0,1,0,1,7,5,1,1,5,1,2,3,2,North East,0.854961427004625,-0.26893785481927324
1,1,1,1,1,1,2,1,12,1,1,4,1,4,1,2,North East,1.17353044658543,1.0073761227189837
0,0,0,0,0,0,0,2,14,1,1,8,1,0,1,2,North East,0.816853096164931,-1.3322879951954447
0,0,1,0,0,1,1,0,5,2,1,1,1,3,2,2,North East,1.64611907279007,-0.8119912597841162
1,0,0,0,0,0,1,0,6,2,1,3,1,4,2,2,North East,1.14527040906796,-1.3322879951954447
1,0,1,0,0,0,2,1,9,2,1,5,1,2,1,2,North East,1.16386005518872,-1.3322879951954447
1,1,1,0,1,1,2,1,6,1,1,6,1,0,1,2,North East,0.870777994280082,0.10198396588856312
1,1,1,1,1,1,1,1,4,2,1,5,1,3,5,2,North East,0.888726256888633,1.0073761227189837
1,0,1,1,0,1,0,1,7,2,0,1,1,3,2,2,North East,1.64611907279007,-0.07169754637681017
1,0,1,0,0,0,1,1,13,2,1,7,1,0,4,2,North East,0.435675815387426,-1.3322879951954447
0,0,0,0,0,0,1,3,4,2,1,7,1,0,4,2,North East,0.74637644389739,-1.3322879951954447
1,0,1,0,0,1,1,1,4,1,1,4,1,1,3,2,North East,0.485752940258468,-0.8119912597841162
0,1,1,0,1,0,2,0,5,2,1,6,1,0,4,1,North East,0.455669459656236,-0.26893785481927324
1,0,1,0,0,1,1,1,8,2,1,6,1,2,1,2,North East,1.36306285148326,-0.8119912597841162
1,0,1,0,0,1,0,2,13,2,1,7,1,0,4,1,North East,0.74637644389739,-0.8119912597841162
0,0,1,0,0,0,0,1,6,1,0,3,1,3,3,2,North East,0.787233664577148,-1.3322879951954447
1,0,1,0,0,0,1,1,11,2,1,3,1,3,1,2,North East,1.43862504982112,-1.3322879951954447
1,1,1,0,1,1,1,1,6,1,0,6,1,0,4,2,North East,0.435388997140041,0.10198396588856312
1,1,1,1,1,1,2,2,4,2,1,7,1,2,1,1,North East,0.998049211071307,1.0073761227189837
0,0,1,0,0,1,0,0,7,2,0,2,1,0,2,2,North East,1.49771726957173,-0.8119912597841162
1,0,1,0,1,1,1,1,4,2,0,2,1,0,3,1,North East,0.437124723037345,-0.31929598673165877
1,1,1,0,1,1,1,1,3,2,1,2,1,4,3,2,North East,0.365274818579738,0.10198396588856312
1,1,1,1,1,1,1,1,1,2,0,4,1,1,3,2,North East,0.443843028648585,1.0073761227189837
1,0,1,0,1,1,0,0,6,1,0,2,1,4,3,2,North East,0.684857538494788,-0.31929598673165877
1,0,1,0,0,1,0,1,4,2,0,1,1,3,3,2,North East,0.480437368519901,-0.8119912597841162
1,1,1,1,1,1,2,1,13,2,0,3,1,4,2,1,North East,0.334259356246758,1.0073761227189837
1,1,1,0,0,1,2,0,7,2,1,7,1,4,4,2,North East,0.357774321447096,-0.350184702862402
1,1,1,1,1,1,2,1,14,1,0,4,1,2,1,1,North East,1.4572588207754,1.0073761227189837
1,1,1,0,1,1,1,2,7,2,1,7,1,4,4,1,North East,0.409795961412634,0.10198396588856312
1,0,0,0,1,0,2,2,8,1,1,7,1,0,4,1,North West,0.545974334510371,-0.7159648149255413
1,1,1,1,1,1,2,2,8,2,1,6,1,0,1,2,North West,0.91105406434564,1.0073761227189837
1,1,1,1,1,1,2,2,14,2,0,7,1,3,1,1,North West,0.997737253281627,1.0073761227189837
1,0,1,1,1,1,2,2,11,1,1,7,1,4,1,1,North West,0.896701584793158,0.4077488558446815
1,1,1,1,1,1,2,2,15,2,1,2,1,5,1,1,North West,0.730321291054362,1.0073761227189837
1,0,1,1,1,1,2,1,14,1,1,2,1,4,1,1,North West,0.799281934298209,0.4077488558446815
1,0,1,0,0,1,1,2,10,2,1,4,1,3,1,2,North West,1.0164409146701,-0.8119912597841162
1,1,1,1,1,1,2,1,12,2,1,5,1,5,3,1,North West,0.326493679663008,1.0073761227189837
1,1,1,0,1,1,2,0,14,1,0,3,1,5,1,1,North West,0.73141495451831,0.10198396588856312
0,1,1,0,0,0,0,1,4,2,0,2,1,3,3,1,North West,0.748624565882347,-0.7517599917374171
1,0,1,0,0,1,0,0,3,2,0,4,1,3,6,2,North West,0.760130409310127,-0.8119912597841162
1,0,1,0,1,0,1,1,8,2,0,3,1,4,2,2,North West,0.668309755242114,-0.7159648149255413
1,0,1,0,1,1,0,1,3,2,1,6,1,0,4,2,North West,0.397700051202641,-0.31929598673165877
1,1,1,1,1,1,1,2,6,2,1,6,1,4,4,1,North West,0.563626596569784,1.0073761227189837
0,1,1,0,1,0,1,1,15,1,1,5,1,4,1,1,North West,1.0719686103103,-0.26893785481927324
1,1,1,0,0,0,1,2,7,2,1,7,1,0,1,1,North West,0.871079274536546,-0.7517599917374171
1,0,1,1,1,1,2,1,9,1,1,2,1,3,1,2,North West,0.956501451475196,0.4077488558446815
1,0,1,0,1,1,0,1,4,2,1,2,3,4,5,2,North West,0.365160645527181,-0.31929598673165877
0,0,1,1,0,1,2,1,5,1,1,1,3,2,3,2,North West,1.57691506375727,-0.07169754637681017
1,0,1,1,1,1,1,1,5,1,1,1,1,4,3,2,North West,0.302684303884654,0.4077488558446815
0,0,1,0,0,1,2,1,6,1,1,1,3,2,3,4,North West,1.57691506375727,-0.8119912597841162
1,0,1,0,0,1,2,0,12,2,1,5,3,4,1,2,North West,1.30597471865203,-0.8119912597841162
1,0,1,0,1,0,2,1,7,2,1,3,3,4,1,4,North West,1.14491243471014,-0.7159648149255413
1,0,1,0,1,0,2,1,12,2,1,1,3,5,3,2,North West,0.276569233094234,-0.7159648149255413
1,0,1,0,0,1,2,1,4,1,1,3,3,3,1,2,North West,0.918762824091596,-0.8119912597841162
1,1,1,1,1,1,2,1,11,1,0,5,1,5,1,2,North West,0.714645740206865,1.0073761227189837
1,0,1,0,1,1,2,1,12,1,1,3,3,5,1,2,North West,0.73141495451831,-0.31929598673165877
1,0,1,0,1,1,2,1,9,2,1,2,3,5,1,4,North West,0.730321291054362,-0.31929598673165877
0,0,0,0,0,0,2,0,4,2,1,3,3,0,1,1,North West,1.43817538232402,-1.3322879951954447
0,0,0,0,0,0,1,1,13,2,1,6,3,0,4,2,North West,0.397700051202641,-1.3322879951954447
0,0,1,1,0,1,1,1,2,2,1,4,3,0,1,2,North West,0.44370429772365,-0.07169754637681017
1,1,0,0,0,0,0,1,13,1,1,5,3,0,1,2,North West,0.848906329194979,-0.7517599917374171
0,0,0,0,0,0,0,0,2,1,1,3,3,0,1,2,North West,1.57397520176972,-1.3322879951954447
0,0,0,0,0,1,2,1,13,2,1,6,3,0,4,2,North West,0.681318401138419,-0.8119912597841162
0,1,0,1,0,0,2,1,6,2,1,3,3,0,4,1,North West,0.419746789630917,-0.021614839243643102
1,0,0,1,0,1,1,1,13,2,1,2,3,0,1,2,North West,0.873976184073377,-0.07169754637681017
1,0,1,1,1,0,1,0,7,1,1,6,1,0,1,1,North West,1.49130388557806,0.009059745233523505
0,0,0,0,0,0,0,0,9,1,1,3,3,0,1,2,North West,1.57397520176972,-1.3322879951954447
0,0,0,1,1,1,2,1,2,1,1,4,1,0,4,2,North West,0.831905780803896,0.4077488558446815
1,1,0,1,0,1,1,2,13,1,0,4,1,0,1,2,North West,1.11241842505299,0.3719916958057807
1,1,0,0,1,0,2,2,13,1,0,6,1,0,1,2,North West,1.49562062010231,-0.26893785481927324
0,0,1,1,0,0,2,1,9,1,1,4,1,0,1,2,North West,1.4568033289663,-0.44391011316283324
1,1,1,0,0,0,1,1,1,1,1,5,1,0,1,2,North West,1.27335949379247,-0.7517599917374171
1,0,1,0,1,1,2,1,4,2,1,5,1,0,1,2,North West,0.775664180207263,-0.31929598673165877
1,1,1,0,1,0,0,0,4,2,0,2,1,0,3,2,North West,0.748624565882347,-0.26893785481927324
1,1,1,1,0,1,0,1,1,1,0,3,1,0,2,2,North West,1.57397520176972,0.3719916958057807
1,0,1,0,0,0,0,1,7,1,1,2,1,4,2,2,North West,1.36928694851338,-1.3322879951954447
1,1,1,0,1,1,2,1,6,1,1,3,1,4,2,2,North West,1.09712243177747,0.10198396588856312
1,0,1,0,1,1,2,1,11,2,1,1,1,3,3,2,North West,0.480287199392066,-0.31929598673165877
1,1,1,0,1,0,1,2,12,2,1,2,1,3,1,2,North West,1.49724913176469,-0.26893785481927324
1,0,1,1,1,1,2,1,13,1,1,2,1,5,1,2,North West,0.799281934298209,0.4077488558446815
1,0,1,0,0,1,2,1,6,2,0,5,1,4,1,1,North West,0.652987359326016,-0.8119912597841162
1,0,1,1,0,0,1,2,3,2,1,6,1,3,4,2,North West,0.45552703217282,-0.44391011316283324
1,1,1,1,1,1,1,1,4,2,0,6,1,2,5,2,North West,0.397700051202641,1.0073761227189837
1,1,1,1,1,1,2,1,3,1,0,5,1,3,3,2,North West,0.72715040037637,1.0073761227189837
1,0,1,1,0,0,1,2,4,2,1,7,1,4,4,1,North West,0.409667872495851,-0.44391011316283324
1,1,0,1,1,0,2,1,12,2,1,4,1,4,1,1,North West,0.714630092110124,0.4681354858055186
1,0,1,1,1,1,2,1,14,2,0,3,1,5,1,1,North West,0.668309755242114,0.4077488558446815
1,1,1,1,1,1,2,1,14,1,0,2,1,4,1,1,North West,0.799281934298209,1.0073761227189837
0,0,1,0,0,0,0,0,13,2,0,2,1,0,2,1,North West,1.49724913176469,-1.3322879951954447
1,0,1,0,1,1,1,0,13,2,1,4,1,4,1,2,North West,0.81853981153863,-0.31929598673165877
1,1,1,1,0,0,0,1,9,1,1,7,1,0,4,2,North West,0.476665500517927,-0.021614839243643102
1,1,1,0,1,0,2,1,9,1,0,2,1,0,2,2,North West,0.956501451475196,-0.26893785481927324
0,1,0,0,1,0,0,1,9,1,1,6,1,0,1,2,North West,0.870505817341926,-0.26893785481927324
1,1,1,0,0,0,0,0,5,2,0,2,1,2,5,2,North West,0.748624565882347,-0.7517599917374171
0,1,0,1,0,0,0,2,9,1,0,3,1,0,2,2,North West,1.05235415802326,-0.021614839243643102
1,1,1,1,1,1,1,1,11,1,0,2,1,4,1,2,North West,0.915500328197583,1.0073761227189837
1,1,1,0,0,0,1,1,11,1,0,3,1,5,1,2,North West,0.73141495451831,-0.7517599917374171
1,1,1,1,1,1,2,2,14,1,0,4,1,4,1,1,North West,0.895830495263472,1.0073761227189837
1,1,0,1,1,0,0,2,14,1,0,5,1,0,1,2,North West,0.972340283994269,0.4681354858055186
1,1,1,0,0,0,2,1,7,2,1,7,1,0,1,2,North West,0.997737253281627,-0.7517599917374171
1,1,1,0,1,0,2,2,11,1,1,7,1,0,1,2,North West,1.09194866902074,-0.26893785481927324
1,1,1,1,0,0,2,1,13,2,1,2,1,4,1,2,North West,0.730321291054362,-0.021614839243643102
1,1,1,0,1,1,2,2,5,2,1,6,1,0,1,2,North West,0.91105406434564,0.10198396588856312
1,0,1,1,1,0,0,1,6,2,1,2,1,4,5,2,North West,0.625573636254034,0.009059745233523505
1,0,1,0,0,0,2,1,4,1,1,3,4,4,1,2,North West,1.25302087810703,-1.3322879951954447
0,0,1,0,1,0,2,1,4,2,0,2,1,3,3,2,North West,1.31096427611007,-0.7159648149255413
1,0,1,0,1,1,0,1,10,2,0,2,1,3,3,2,North West,0.436988092036688,-0.31929598673165877
1,1,1,1,1,1,2,3,15,1,0,3,1,4,1,1,North West,0.73141495451831,1.0073761227189837
1,0,1,0,1,0,2,2,7,2,0,3,1,2,1,1,North West,0.961558887238939,-0.7159648149255413
1,0,1,1,1,1,2,2,6,2,1,6,1,4,3,1,North West,0.563626596569784,0.4077488558446815
1,1,1,1,1,1,2,1,13,2,0,3,1,5,2,1,North West,0.334154877621057,1.0073761227189837
1,0,1,0,1,1,1,2,14,2,1,7,1,0,6,4,North West,0.498868626640813,-0.31929598673165877
1,1,1,1,1,1,2,3,4,2,0,5,1,5,1,1,North West,0.652987359326016,1.0073761227189837
0,1,1,1,0,1,1,1,7,1,0,4,1,5,3,2,North West,0.391054546352374,0.3719916958057807
1,1,1,1,0,1,1,7,6,1,1,5,1,4,1,2,North West,0.719518212765057,0.3719916958057807
1,0,1,1,1,1,2,3,10,1,0,2,1,4,2,2,North West,0.850168427682364,0.4077488558446815
1,1,1,0,0,1,0,0,9,1,1,2,1,0,2,2,North West,1.63862699447731,-0.350184702862402
1,0,1,1,1,1,1,1,9,1,1,3,1,0,2,2,North West,0.925026972040728,0.4077488558446815
1,1,1,1,1,0,2,0,6,2,0,2,1,4,3,2,North West,0.388408693525523,0.4681354858055186
1,1,1,1,1,1,2,1,11,1,0,2,1,4,1,2,North West,0.799281934298209,1.0073761227189837
1,1,1,1,1,1,1,0,5,1,0,5,1,0,1,2,North West,0.972340283994269,1.0073761227189837
1,1,1,0,0,1,2,1,6,2,1,6,1,2,6,2,North West,0.795400102405283,-0.350184702862402
1,1,0,1,1,0,0,1,3,1,1,7,1,0,4,2,North West,0.476665500517927,0.4681354858055186
1,1,1,1,1,1,2,1,8,2,1,3,1,3,2,2,North West,0.839493579261834,1.0073761227189837
1,1,1,1,1,1,2,1,13,1,0,5,1,3,2,2,North West,0.848906329194979,1.0073761227189837
1,1,1,1,0,1,1,2,6,2,1,5,1,0,1,1,North West,0.888448469906134,0.3719916958057807
1,0,1,0,0,1,0,1,3,1,0,4,1,0,3,2,North West,0.831905780803896,-0.8119912597841162
1,0,1,1,1,0,0,1,4,1,1,3,1,4,3,2,North West,0.626510439053515,0.009059745233523505
1,1,1,0,1,0,2,2,6,2,1,6,1,2,1,2,North West,0.91105406434564,-0.26893785481927324
0,1,1,0,0,1,1,1,13,2,1,6,1,0,1,2,North West,0.795400102405283,-0.350184702862402
1,1,0,1,1,0,1,1,6,1,0,6,2,0,1,2,North West,2.23695582836709,0.4681354858055186
0,0,1,0,0,0,1,1,8,2,1,3,1,0,1,2,North West,0.839493579261834,-1.3322879951954447
0,0,1,0,1,1,2,1,4,2,1,2,1,4,3,2,North West,0.730321291054362,-0.31929598673165877
1,0,1,0,1,1,2,1,2,2,1,2,1,4,3,2,North West,0.365160645527181,-0.31929598673165877
1,1,1,1,1,1,2,1,7,2,0,1,1,3,2,2,North West,0.960574398784132,1.0073761227189837
0,1,1,0,1,1,1,1,3,2,0,6,1,1,6,2,North West,0.397700051202641,0.10198396588856312
1,1,1,0,0,1,0,1,3,2,1,6,1,0,4,2,North West,0.681318401138419,-0.350184702862402
1,0,1,0,0,1,0,1,5,2,1,2,1,2,3,2,North West,0.748624565882347,-0.8119912597841162
1,0,1,0,0,1,2,1,11,2,1,4,1,2,1,2,North West,1.33111289317095,-0.8119912597841162
