"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schenger","mig_know_asylum","mig_know_syrians","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"male",21,"uk",6,2,NA,3,4,5,4,3,3,7,5,8,7,2,3,3,5,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"hungary",5,1,NA,4,4,3,4,3,4,6,5,6,5,3,5,4,4,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",21,"hungary",4,1,NA,5,3,3,4,3,3,6,3,5,6,4,5,2,3,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",39,"hungary",6,1,NA,8,2,4,5,3,4,8,6,6,5,4,4,4,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",43,"poland",7,1,NA,5,4,3,4,2,4,5,5,5,5,2,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",43,"sweden",6,1,NA,9,3,2,2,2,1,0,0,0,10,6,7,1,2,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"uk",6,1,1,3,5,5,5,5,5,7,6,10,4,1,1,5,7,2,2,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",55,"romania",6,2,NA,4,5,5,5,5,5,8,5,4,4,2,4,3,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",36,"uk",6,2,1,0,5,5,5,5,5,10,9,10,2,1,1,5,6,5,3,3,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",30,"germany",7,1,2,2,5,4,5,5,5,8,9,7,4,1,1,6,5,20,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",56,"romania",6,1,2,7,5,5,5,5,5,8,7,8,5,1,2,5,7,5,4,1,0,1,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",66,"poland",7,1,NA,3,3,5,5,5,5,10,8,10,5,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"poland",7,1,NA,5,5,5,5,4,4,9,9,10,5,1,2,4,5,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",65,"germany",4,2,1,8,1,3,4,2,2,2,3,2,10,6,7,1,3,15,4,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"male",35,"romania",7,1,NA,5,2,4,4,3,3,5,6,6,7,2,2,4,5,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",72,"spain",7,2,NA,4,5,4,4,5,4,NA,5,5,8,1,1,NA,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",19,"other",3,2,NA,6,3,2,3,4,4,4,7,2,6,4,2,5,4,39,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",22,"spain",4,2,NA,10,4,2,4,4,2,0,0,0,6,3,4,4,4,50,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"other",6,2,1,NA,2,4,4,2,3,4,4,3,7,3,5,4,3,9,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"male",34,"poland",6,1,NA,7,2,4,4,3,3,6,5,7,6,5,5,2,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"germany",3,1,NA,5,1,1,4,1,1,1,5,5,9,5,5,1,1,40,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",52,"germany",3,2,NA,7,4,3,3,4,3,5,5,3,10,2,3,1,2,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",18,"poland",3,1,NA,5,5,5,5,5,5,5,4,4,5,1,1,1,2,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"sweden",5,1,NA,6,4,5,4,4,3,5,5,5,7,3,4,3,5,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",74,"germany",6,1,NA,7,1,4,3,2,2,7,3,3,2,1,6,4,2,15,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"poland",3,1,NA,2,5,5,5,5,5,8,10,7,5,1,1,1,2,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",69,"hungary",4,2,NA,5,4,4,5,4,4,8,7,5,5,5,4,6,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",64,"hungary",5,2,NA,2,4,4,4,4,4,8,8,8,5,1,1,5,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",67,"hungary",6,2,NA,2,4,4,4,4,4,7,7,7,5,1,2,4,4,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",70,"hungary",4,2,NA,0,3,3,4,5,4,4,2,5,8,4,6,3,5,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",33,"hungary",8,1,66,3,4,3,5,4,4,5,5,5,8,1,4,4,4,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",65,"hungary",3,1,NA,5,4,4,4,4,4,5,2,5,5,2,2,3,3,50,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",69,"hungary",6,2,NA,8,4,4,5,3,2,5,2,5,7,3,4,4,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",71,"other",6,2,NA,3,4,3,4,3,4,6,6,5,6,1,1,4,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",59,"hungary",7,1,NA,5,3,5,5,4,4,6,6,6,5,1,4,5,5,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",59,"hungary",7,1,NA,10,1,1,3,1,1,5,3,3,10,7,7,1,1,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",48,"other",6,1,NA,7,2,3,3,2,3,5,2,0,10,4,6,4,2,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",37,"uk",8,1,NA,2,5,5,5,5,4,10,10,7,0,1,1,7,5,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",30,"spain",6,1,1,1,5,5,5,5,5,10,0,10,5,1,1,7,7,10,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",26,"germany",5,1,NA,6,3,4,3,3,3,2,5,0,7,5,6,1,1,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",69,"other",7,2,1,0,5,5,5,5,5,10,10,10,1,2,2,6,6,85,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"male",30,"sweden",2,2,NA,2,5,4,5,5,4,10,7,10,6,2,2,6,6,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",33,"romania",6,1,4,8,2,4,4,2,3,5,6,7,7,3,5,4,7,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",65,"germany",2,2,1,5,4,5,5,3,5,3,5,2,7,4,7,1,6,70,3,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"male",73,"poland",4,2,2,7,4,4,5,4,5,10,8,7,3,1,2,4,6,6,1,2,1,NA,0,1,1,NA,0,NA,NA,NA,NA,2,1,1,1
"fenale",18,"uk",3,2,NA,2,4,4,5,4,3,8,7,7,5,1,3,5,6,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",64,"romania",7,1,NA,4,4,4,4,4,4,5,4,6,7,3,3,2,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",60,"germany",5,2,2,5,2,4,4,3,3,3,3,0,8,4,5,1,2,20,4,4,1,NA,1,1,0,1,1,NA,NA,NA,NA,2,1,1,1
"male",53,"romania",6,1,NA,5,2,3,4,4,4,7,7,6,7,4,4,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",37,"spain",7,1,NA,6,NA,4,4,4,5,7,6,5,7,1,2,7,7,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",65,"uk",3,2,NA,5,4,5,3,3,3,3,5,4,7,4,5,3,5,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",69,"spain",4,NA,NA,4,3,3,4,3,3,7,7,6,5,NA,NA,NA,NA,30,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",53,"germany",3,1,NA,5,4,4,3,4,2,6,5,5,7,4,5,2,4,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",40,"romania",6,1,NA,7,2,3,4,3,4,8,8,9,5,1,2,4,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",58,"poland",3,1,2,5,4,4,4,4,4,7,7,5,5,2,3,4,6,3,4,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",33,"spain",5,1,NA,0,3,2,3,3,2,3,3,0,6,3,1,1,5,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",40,"poland",7,2,NA,7,4,2,3,3,3,5,4,3,3,4,3,5,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",71,"uk",4,2,NA,5,4,4,4,4,3,7,5,6,5,3,3,5,5,15,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"germany",3,1,NA,7,4,3,3,2,3,6,5,4,10,5,6,2,2,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",32,"uk",6,1,1,8,1,2,3,1,1,3,1,3,10,6,4,1,1,3,4,5,0,NA,1,1,NA,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",48,"germany",4,2,NA,6,3,3,3,3,3,6,3,3,10,6,7,2,2,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"spain",6,1,2,3,4,5,5,4,5,7,4,3,8,3,3,5,7,55,2,2,0,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",71,"germany",3,2,NA,3,4,4,4,4,4,8,10,6,5,1,2,3,5,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",31,"sweden",6,1,NA,9,3,3,3,3,3,7,7,5,3,4,4,4,4,20,NA,3,1,NA,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",66,"spain",2,NA,NA,7,4,3,4,3,4,6,5,NA,6,4,4,5,5,30,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"other",3,1,NA,6,2,1,2,4,3,5,6,4,7,2,3,3,4,22,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",44,"spain",6,2,NA,6,5,2,3,4,3,5,3,3,7,4,3,4,3,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",46,"uk",3,2,NA,5,3,3,3,3,3,4,2,2,8,5,5,2,4,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",70,"uk",5,2,NA,5,3,4,4,3,3,3,0,3,10,5,7,2,4,90,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",32,"hungary",2,1,NA,5,3,4,4,3,3,5,4,5,6,5,4,4,3,20,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",47,"hungary",2,1,1,7,4,3,3,3,3,1,0,0,8,2,3,3,3,10,5,4,1,NA,1,0,1,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",62,"hungary",3,2,NA,5,3,3,4,3,3,5,5,0,5,2,4,2,4,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",41,"hungary",2,2,2,NA,5,NA,5,5,NA,5,5,NA,5,5,5,5,5,10,5,NA,1,NA,1,1,0,0,NA,NA,NA,NA,NA,2,1,1,1
"fenale",28,"sweden",3,1,NA,4,5,5,5,4,5,9,9,8,7,2,1,5,6,30,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",42,"germany",3,1,NA,4,3,4,4,4,4,8,5,5,7,1,2,3,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",36,"uk",2,2,NA,5,3,3,3,4,4,7,7,8,7,5,4,4,5,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",33,"spain",4,2,NA,3,4,4,4,4,3,5,8,NA,5,1,1,6,6,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",58,"sweden",3,2,NA,3,4,3,3,3,3,5,3,2,6,1,3,3,5,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"other",2,2,NA,6,2,3,3,2,2,2,2,5,6,4,5,4,4,0,2,2,0,0,1,0,0,1,0,NA,1,NA,NA,2,1,1,1
"male",29,"sweden",8,2,NA,6,5,5,5,5,5,9,8,6,6,6,6,6,6,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",18,"other",3,2,NA,2,4,3,4,5,3,4,4,3,6,2,3,5,4,20,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",51,"sweden",3,2,NA,5,4,4,4,4,4,7,5,NA,5,1,1,3,6,30,3,3,0,NA,1,1,0,0,1,NA,NA,NA,NA,2,1,1,1
"male",19,"uk",3,1,NA,7,3,3,NA,3,3,3,3,4,4,4,3,3,4,20,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",24,"uk",3,1,NA,8,5,5,3,3,3,5,0,5,5,3,3,4,7,60,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",21,"romania",3,1,NA,NA,4,4,5,4,4,5,5,7,5,2,2,3,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",53,"romania",5,1,NA,6,5,3,4,5,4,8,5,5,5,1,3,5,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",37,"poland",3,1,NA,5,3,3,5,3,4,3,2,5,7,2,6,3,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",35,"other",7,2,NA,3,5,4,5,5,5,5,6,4,5,1,1,5,7,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",70,"romania",4,2,NA,8,2,3,3,2,3,3,4,2,6,5,5,3,2,80,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",49,"uk",3,1,NA,5,3,4,2,2,2,0,0,0,10,5,4,1,3,25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",54,"spain",4,1,2,5,3,4,4,3,3,0,1,0,10,7,7,1,2,10,4,4,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,1
"male",34,"poland",7,1,NA,5,3,3,3,3,3,5,NA,4,5,4,4,4,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",58,"romania",2,2,NA,NA,3,3,3,3,3,NA,NA,NA,NA,1,1,1,7,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"sweden",3,1,NA,3,5,5,5,5,4,5,NA,5,8,3,6,4,5,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",29,"hungary",5,1,NA,6,3,4,2,3,2,7,8,7,5,4,3,3,5,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"male",49,"romania",4,1,NA,6,2,3,2,3,4,3,3,5,8,3,2,1,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",48,"spain",2,1,NA,6,2,3,4,4,5,5,4,3,4,6,6,5,7,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",52,"germany",4,1,NA,5,4,4,3,4,3,5,5,5,5,2,3,1,3,25,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",18,"spain",4,2,NA,5,3,4,4,4,3,8,7,5,6,3,4,4,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",68,"poland",3,2,NA,5,2,3,5,4,5,NA,7,4,2,2,6,3,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",33,"poland",3,1,NA,5,2,3,3,4,3,3,0,0,8,NA,NA,5,2,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",35,"sweden",4,2,NA,6,4,3,3,4,3,2,5,4,7,2,2,1,2,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",29,"romania",7,1,4,5,3,4,4,3,5,6,6,7,5,2,3,5,5,5,2,3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",53,"romania",3,2,NA,7,2,4,4,2,4,7,3,8,5,1,6,1,3,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"poland",3,1,NA,5,2,4,3,4,4,6,0,0,10,6,6,1,3,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",21,"poland",3,2,NA,NA,3,3,4,3,4,7,5,NA,6,2,4,1,3,25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",31,"sweden",6,2,NA,4,4,4,4,4,4,7,7,8,7,1,5,4,5,10,3,3,1,NA,1,1,NA,0,1,NA,NA,NA,NA,2,1,1,1
"male",21,"romania",3,1,NA,10,1,1,1,1,1,10,3,3,6,7,7,6,6,34,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",18,"sweden",3,1,NA,6,4,5,5,4,4,3,2,4,7,4,6,5,5,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"poland",4,1,NA,5,3,3,3,3,3,6,3,3,4,4,5,3,5,40,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",27,"germany",2,2,NA,NA,5,3,4,4,4,6,5,NA,7,NA,1,1,NA,25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",21,"other",1,2,NA,5,4,5,5,5,5,6,3,4,10,6,4,1,5,40,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"uk",3,1,NA,1,3,5,4,4,4,NA,5,3,7,2,2,NA,5,30,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",23,"hungary",7,2,2,NA,3,3,3,3,3,4,4,4,5,3,3,4,4,3,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",24,"hungary",3,2,NA,5,4,2,4,4,5,8,6,5,5,1,5,2,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",55,"hungary",6,1,NA,2,3,3,3,3,3,3,4,3,8,4,5,3,5,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",31,"romania",8,1,NA,4,5,5,5,5,5,5,5,10,5,1,2,5,7,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",49,"spain",3,2,NA,1,3,3,4,4,3,4,8,7,NA,7,6,7,7,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",49,"other",6,1,NA,5,2,3,3,3,3,5,4,4,9,4,6,4,4,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",68,"poland",3,2,2,4,2,3,4,2,2,5,7,7,5,4,5,2,2,1,2,2,1,1,1,1,0,0,NA,NA,NA,NA,NA,2,1,1,1
"male",23,"germany",6,1,NA,7,4,4,4,4,NA,9,6,4,7,2,2,3,3,20,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",65,"poland",3,1,NA,6,5,4,4,5,5,8,7,7,5,1,2,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",56,"germany",3,1,2,3,5,4,5,4,4,7,7,5,5,1,1,4,5,40,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",35,"sweden",3,1,NA,5,4,4,4,4,4,8,7,8,5,3,3,4,4,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"other",2,2,NA,3,5,5,5,5,4,10,10,7,6,2,1,5,7,80,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",50,"romania",3,1,NA,10,NA,3,4,5,5,7,3,NA,8,1,5,7,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",34,"spain",3,1,NA,7,4,4,4,4,3,5,4,5,6,1,3,3,5,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",21,"uk",6,1,1,8,3,3,2,2,1,2,0,2,8,5,5,3,3,15,4,3,0,1,1,1,0,1,1,NA,NA,NA,NA,2,1,1,1
"male",59,"romania",7,1,NA,6,3,3,3,3,3,5,5,5,5,2,2,5,5,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",54,"hungary",6,1,NA,3,4,4,5,4,4,10,7,6,5,1,2,3,6,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",63,"romania",6,2,NA,6,4,4,4,4,4,10,10,NA,8,1,1,7,7,40,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"uk",6,1,NA,3,5,5,5,5,5,10,10,10,8,1,1,6,6,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",39,"poland",3,2,NA,7,3,4,5,5,5,10,8,8,3,1,1,1,1,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",59,"poland",7,1,NA,4,5,4,5,4,4,9,8,10,2,1,2,6,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",31,"uk",6,1,1,3,4,4,2,4,4,7,7,5,7,2,5,4,4,20,4,5,0,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",32,"germany",7,2,NA,3,4,4,4,4,3,8,8,6,6,2,4,4,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",24,"poland",7,2,1,3,4,5,5,4,5,10,8,8,7,5,6,5,7,2,3,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",53,"germany",3,2,NA,3,4,5,4,4,5,8,7,5,5,1,1,1,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"uk",3,1,NA,0,5,5,5,5,5,8,8,10,2,1,1,5,4,15,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"romania",1,1,NA,1,3,3,3,3,3,5,5,5,NA,3,5,5,6,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",60,"spain",2,1,NA,3,3,3,3,4,4,7,7,7,5,4,5,4,4,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",63,"germany",3,1,NA,7,2,3,3,2,3,NA,0,0,10,6,6,1,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",48,"germany",6,1,NA,3,4,5,4,3,3,7,6,3,7,4,5,3,4,25,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",56,"romania",6,1,NA,5,3,3,4,3,4,7,6,6,6,1,3,5,5,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",43,"spain",4,1,NA,10,3,4,4,3,3,4,4,2,8,4,4,4,4,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",71,"uk",2,2,1,5,3,4,2,2,3,5,5,5,8,5,5,3,3,55,4,5,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",62,"poland",6,2,2,7,4,4,4,4,3,6,5,5,5,1,3,3,4,1,3,3,1,1,NA,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"male",47,"poland",3,1,NA,10,4,2,4,4,3,4,5,5,5,4,4,1,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
