"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schenger","mig_know_asylum","mig_know_syrians","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"male",29,"poland",7,1,NA,8,4,4,4,4,4,7,5,5,7,3,6,2,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",81,"sweden",4,2,NA,8,3,4,3,3,4,3,5,2,8,3,1,3,4,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",60,"sweden",5,1,1,8,4,4,3,4,4,5,7,4,7,4,4,4,5,10,3,3,0,1,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"male",52,"uk",2,1,1,8,3,3,3,4,2,5,6,4,8,2,2,3,3,5,3,3,1,1,1,1,0,0,NA,NA,NA,NA,NA,2,1,1,1
"male",45,"hungary",4,1,NA,5,4,4,4,4,4,6,5,6,5,4,4,4,4,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",59,"germany",7,1,NA,4,2,5,5,3,3,2,3,3,7,2,5,1,4,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",58,"uk",3,1,NA,5,4,5,5,4,4,8,7,7,5,1,1,6,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",75,"germany",4,2,NA,4,4,4,4,4,4,8,8,5,6,3,3,6,5,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",62,"uk",3,2,NA,3,5,5,5,5,5,9,9,8,2,1,1,5,5,15,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",51,"germany",7,1,NA,4,4,3,4,4,3,5,6,4,9,2,4,3,4,60,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",44,"sweden",4,1,NA,7,4,3,4,4,3,5,5,2,9,3,5,4,5,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",68,"uk",3,2,NA,6,3,3,3,3,3,6,6,5,5,3,3,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",25,"poland",6,1,NA,5,4,3,5,3,5,5,3,5,8,4,5,2,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",65,"sweden",5,2,NA,5,4,4,4,3,3,7,7,7,8,1,2,4,5,20,3,3,1,1,1,NA,NA,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",75,"sweden",5,2,NA,8,3,3,3,3,3,7,6,4,7,4,5,3,3,18,2,2,1,0,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",56,"sweden",3,2,NA,5,3,3,4,3,3,0,2,0,10,4,3,4,5,30,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",42,"sweden",7,1,NA,4,5,3,5,5,5,NA,5,5,6,1,2,1,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",51,"sweden",4,1,NA,2,3,5,4,3,4,6,NA,7,5,3,3,5,5,20,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",47,"sweden",3,1,NA,8,3,4,4,3,3,2,5,1,8,5,4,1,2,85,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"poland",3,2,NA,5,3,4,3,4,3,4,4,5,5,3,3,4,3,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",40,"sweden",3,1,NA,7,4,5,4,3,2,5,6,7,5,3,5,2,5,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",52,"other",4,1,NA,8,4,5,4,4,5,6,5,3,8,2,3,5,4,45,3,3,1,0,1,1,1,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",26,"sweden",6,NA,NA,5,5,5,5,5,5,8,10,10,5,2,4,6,6,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",81,"germany",3,2,NA,9,2,4,5,2,5,8,8,5,5,5,5,4,4,12,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",45,"germany",5,1,NA,5,3,3,3,3,1,5,5,5,7,4,4,1,3,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",50,"germany",2,1,2,5,3,3,3,3,3,5,6,4,8,3,5,3,4,20,3,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",69,"sweden",3,NA,NA,4,4,4,4,4,4,5,5,3,6,4,4,4,4,25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",78,"uk",7,2,3,7,3,4,4,3,3,5,4,5,6,4,4,4,5,5,4,4,1,1,1,0,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",51,"uk",2,1,1,5,4,4,4,4,3,6,3,3,5,5,5,5,5,35,3,4,1,1,1,1,1,0,0,NA,NA,NA,NA,2,1,1,1
"male",42,"sweden",2,1,NA,6,3,3,3,3,3,3,4,4,4,4,4,4,4,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",72,"uk",3,2,NA,6,4,5,4,4,4,8,6,NA,5,3,4,4,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",58,"uk",3,1,1,7,3,3,3,3,3,7,6,6,5,3,3,4,4,5,3,3,1,1,1,1,1,0,NA,NA,NA,NA,NA,2,1,1,1
"fenale",50,"germany",2,1,2,0,3,4,3,3,3,8,6,5,10,7,6,2,4,10,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,1
"male",60,"uk",3,1,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",54,"uk",3,1,3,5,4,3,3,4,3,6,5,5,5,3,3,5,5,60,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",69,"uk",3,2,2,5,NA,4,4,NA,4,5,4,2,9,5,5,5,5,6,4,5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",69,"germany",6,2,NA,8,2,4,3,2,3,3,8,4,9,4,3,1,2,35,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",53,"sweden",3,2,NA,1,3,1,1,1,1,3,2,2,4,4,1,1,1,45,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",37,"germany",3,1,3,6,3,5,5,3,2,2,3,0,10,7,5,1,1,30,4,3,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",50,"romania",6,2,NA,6,3,4,4,4,4,6,6,6,6,1,3,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",57,"germany",4,1,NA,5,3,3,3,3,3,3,0,0,10,5,7,1,2,40,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",62,"uk",3,1,3,5,2,1,1,1,1,2,0,0,10,7,7,2,2,55,3,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",48,"uk",3,1,5,6,1,1,1,1,1,0,0,0,10,1,1,1,1,60,5,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"male",29,"hungary",3,1,3,5,3,3,2,4,3,7,5,7,5,5,5,5,4,3,4,3,1,1,1,0,1,1,1,NA,NA,NA,NA,1,1,1,1
"male",69,"other",2,2,NA,4,2,2,1,3,3,4,6,5,6,4,5,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",66,"germany",3,2,2,4,5,4,3,4,4,7,7,5,5,1,3,4,5,40,2,3,1,0,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",18,"poland",3,1,NA,10,2,4,3,3,3,6,4,7,7,2,5,1,1,20,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",76,"sweden",2,2,NA,6,4,4,3,4,4,7,7,6,5,3,3,5,5,20,2,2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",65,"sweden",6,2,1,3,5,5,3,5,5,5,7,7,5,1,1,5,6,15,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",22,"poland",3,2,4,NA,3,3,3,4,3,5,3,3,5,3,4,1,3,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",45,"germany",3,1,NA,5,3,3,3,3,3,5,5,5,5,2,2,4,5,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",25,"poland",3,1,NA,8,2,3,4,3,4,5,3,6,7,4,4,1,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",37,"uk",2,2,1,5,4,4,4,4,4,6,5,5,5,4,4,4,4,20,4,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",53,"spain",5,1,NA,8,3,3,3,3,4,3,4,3,5,4,5,4,5,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",50,"germany",2,2,NA,5,3,4,3,4,4,5,5,5,5,4,4,4,4,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",21,"uk",3,1,NA,5,3,4,3,3,2,5,5,4,5,1,2,4,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",40,"sweden",3,1,NA,2,4,4,4,4,4,7,6,7,6,4,4,4,4,20,3,3,0,1,1,1,NA,1,1,NA,NA,NA,NA,2,1,1,1
"male",75,"uk",3,2,5,5,4,3,4,4,3,7,3,7,5,1,1,4,6,10,3,4,1,NA,1,1,1,1,NA,NA,NA,NA,NA,2,1,1,1
"male",20,NA,6,2,NA,5,3,3,2,4,3,4,6,6,3,2,4,5,6,35,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",49,"uk",7,1,1,7,2,3,3,2,2,4,4,3,8,4,3,2,3,12,4,5,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",68,"germany",3,2,NA,5,2,3,2,2,4,2,5,4,6,1,2,1,1,40,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",41,"germany",3,1,NA,5,2,3,3,3,2,7,5,6,8,4,4,2,3,33,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",23,"other",6,2,4,5,2,3,3,2,2,6,5,5,6,1,2,3,5,5,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",32,"sweden",2,1,NA,4,3,4,3,2,2,3,5,3,6,3,2,5,2,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",26,"sweden",3,1,NA,5,3,3,3,3,3,5,5,4,6,4,4,4,4,80,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",34,"uk",3,1,7,5,3,3,3,3,3,1,1,2,2,4,4,4,3,10,3,3,1,1,1,0,0,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",44,"germany",2,1,NA,4,3,3,3,3,3,5,5,5,5,3,3,2,3,100,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",27,"germany",3,2,NA,2,3,3,3,4,4,6,5,4,8,4,5,3,3,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",52,"spain",6,2,2,7,3,3,3,3,3,5,5,5,5,2,3,4,4,10,3,3,1,1,1,1,NA,0,NA,NA,NA,NA,NA,2,1,1,1
"fenale",66,"germany",4,2,66,8,3,3,4,2,3,2,5,5,10,4,6,1,3,40,3,4,1,1,1,1,0,0,0,NA,NA,NA,NA,2,1,1,1
"male",44,"spain",4,1,NA,2,3,3,3,3,3,5,5,5,5,4,4,4,4,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",37,"uk",4,1,NA,0,3,4,4,4,2,10,0,5,5,NA,NA,NA,NA,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",45,"germany",4,2,NA,6,3,3,3,3,3,5,2,3,9,6,6,4,3,40,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",32,"spain",6,2,NA,6,3,3,3,3,3,5,4,4,5,4,6,4,4,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",39,"spain",5,1,NA,2,3,3,3,3,3,6,7,7,3,4,4,4,4,15,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",56,"uk",5,2,NA,7,3,3,4,3,2,5,4,4,8,1,5,3,1,17,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",40,"poland",3,1,2,5,3,3,4,4,4,1,4,5,4,3,3,5,5,75,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",32,"germany",5,1,3,5,4,4,3,4,3,6,6,6,5,4,4,4,4,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",51,"other",1,1,NA,5,2,4,4,3,4,4,5,NA,5,NA,5,3,NA,50,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",31,"spain",0,2,NA,5,NA,3,4,NA,4,4,5,6,4,4,4,4,4,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",49,"spain",2,2,2,6,3,3,3,3,3,6,3,5,5,4,4,4,4,10,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",60,"uk",3,2,NA,5,3,4,3,3,2,5,2,1,8,3,3,1,2,25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",56,"sweden",4,1,NA,5,4,3,5,4,4,5,4,5,4,1,1,1,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",30,"uk",7,1,NA,7,3,4,3,3,3,5,4,4,7,2,2,3,3,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",73,"sweden",5,2,NA,3,4,3,3,3,2,5,6,6,2,1,1,5,3,15,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"uk",7,1,NA,NA,3,3,3,3,3,5,5,5,5,2,2,4,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",51,"germany",7,1,1,7,3,4,3,3,4,3,4,4,2,5,3,1,1,15,3,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",42,"germany",2,1,NA,5,3,3,3,3,3,8,8,6,5,3,4,4,3,8,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",71,"sweden",7,2,NA,6,4,5,5,4,4,7,6,4,5,3,4,5,6,15,2,2,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,1,1,1
"fenale",60,"poland",3,2,2,5,4,4,4,4,4,3,3,5,8,1,5,1,2,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,1
"fenale",35,"poland",7,1,NA,5,3,3,3,3,3,4,4,4,4,4,4,4,4,90,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",33,"romania",6,1,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",35,"sweden",3,1,NA,5,3,4,4,4,3,3,5,5,5,4,4,5,5,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",31,"uk",7,1,NA,5,1,3,3,1,2,0,0,0,10,7,7,1,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",62,"sweden",7,1,NA,7,3,4,3,2,2,4,3,3,10,4,4,1,1,25,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",47,"germany",2,1,NA,4,3,5,4,3,4,6,4,2,6,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",59,"uk",6,1,3,6,3,3,3,3,3,3,3,4,7,5,4,3,3,20,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1
"fenale",50,"germany",3,1,1,2,4,4,3,3,3,5,8,0,8,2,3,4,4,10,3,3,1,1,1,NA,1,1,0,NA,NA,NA,NA,2,1,1,1
"fenale",49,"sweden",3,1,NA,5,3,5,4,3,4,4,3,3,1,1,2,1,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",58,"germany",3,1,NA,5,3,3,3,3,3,2,2,2,5,NA,NA,NA,NA,70,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",20,"uk",3,2,NA,5,3,3,3,3,2,7,3,5,3,1,1,5,6,60,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",51,"sweden",4,1,NA,2,2,4,2,2,2,0,0,0,10,7,7,1,1,30,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",50,"sweden",3,2,NA,5,3,3,3,3,3,4,4,0,10,4,1,1,1,100,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",48,"romania",3,2,NA,5,4,2,3,3,3,0,0,NA,7,1,7,1,1,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",19,"uk",3,2,NA,6,3,1,1,3,2,3,0,0,10,7,6,1,1,20,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",79,"sweden",1,2,NA,4,5,4,4,5,4,9,10,9,5,2,2,3,2,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",67,"poland",3,2,2,5,3,3,3,3,3,5,NA,5,5,2,3,4,4,5,3,3,NA,1,0,NA,1,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",25,"hungary",3,2,5,7,4,4,4,4,4,5,5,5,4,5,5,5,5,30,3,3,1,1,0,0,0,1,0,NA,NA,NA,NA,2,1,1,1
"male",36,"hungary",2,1,1,5,3,3,3,3,3,5,5,5,5,4,5,5,5,50,3,3,1,NA,1,1,1,NA,NA,NA,1,NA,NA,2,1,1,1
"male",42,"hungary",6,1,NA,4,3,4,4,3,4,4,5,5,6,4,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",27,"hungary",5,1,2,5,3,3,4,5,4,3,3,4,7,2,2,3,4,1,4,4,1,1,1,NA,NA,1,0,NA,1,NA,NA,2,1,1,1
"male",32,"hungary",8,1,5,5,3,3,3,3,3,5,5,5,5,4,4,4,4,5,3,3,1,1,0,0,0,1,0,NA,1,NA,NA,2,1,1,1
"male",60,"hungary",3,2,NA,0,5,4,5,5,5,10,10,10,5,4,3,6,7,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",22,"other",3,1,NA,4,3,3,3,3,3,4,6,5,4,5,7,6,3,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"hungary",2,2,NA,5,2,2,3,3,2,0,0,0,10,5,7,1,1,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"hungary",5,1,1,5,3,3,3,3,3,5,4,4,5,4,4,4,4,50,3,3,1,1,1,1,1,0,1,NA,1,NA,NA,2,1,1,1
"male",44,"hungary",3,1,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",42,"hungary",0,1,1,4,3,3,3,3,3,5,5,5,5,4,4,4,4,30,3,3,0,0,1,1,1,0,1,NA,NA,NA,NA,2,1,1,1
"male",34,"hungary",5,1,1,6,3,3,3,3,3,5,5,5,5,4,4,4,4,10,3,3,1,NA,1,0,0,1,0,NA,1,NA,NA,2,1,1,1
"fenale",25,"hungary",2,1,NA,5,3,3,3,3,3,5,5,4,6,4,4,4,4,25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",37,"hungary",6,1,1,5,3,3,3,3,3,5,5,5,5,4,4,4,4,10,3,3,1,1,NA,0,NA,1,1,NA,1,NA,NA,2,1,1,1
"fenale",31,"hungary",6,1,NA,5,3,3,3,3,3,5,5,5,5,5,5,5,5,20,3,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1
"male",31,"hungary",5,1,NA,5,3,3,3,3,3,5,5,5,5,4,4,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",32,"hungary",2,2,NA,5,3,3,3,3,3,5,5,5,5,4,NA,4,4,89,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"male",53,"hungary",3,1,NA,3,3,3,3,3,3,5,9,9,9,4,4,4,4,35,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",35,"hungary",7,1,NA,5,4,3,3,2,2,6,6,5,5,4,4,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",32,"hungary",7,1,3,7,3,3,3,4,3,3,3,3,8,3,5,2,2,20,3,3,1,1,1,1,1,0,NA,NA,NA,NA,NA,2,1,1,1
"fenale",22,"hungary",1,2,NA,NA,2,4,4,4,4,7,8,6,7,4,4,3,3,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",44,"hungary",3,2,2,5,NA,NA,NA,NA,NA,NA,5,5,5,1,1,1,1,5,3,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"male",37,"hungary",3,1,1,5,3,3,3,3,3,3,3,3,3,1,1,1,1,10,3,3,1,0,1,1,1,0,1,NA,1,NA,NA,2,1,1,1
"male",34,"hungary",2,1,NA,8,3,2,4,3,3,3,2,5,7,4,4,4,4,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",36,"hungary",5,1,1,5,3,3,3,3,3,5,5,5,5,5,4,5,5,1,3,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,1
"male",32,"hungary",3,1,NA,7,3,3,3,3,3,3,3,3,3,3,2,3,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",67,"hungary",7,2,NA,9,5,5,5,NA,5,NA,8,NA,7,4,4,4,4,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",30,"uk",6,1,5,10,3,3,3,3,3,10,10,10,10,7,7,7,7,60,4,4,0,NA,0,1,1,0,1,NA,NA,NA,NA,2,1,1,1
"fenale",22,"uk",6,1,NA,0,5,4,4,5,5,10,10,7,5,1,1,2,3,10,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",24,"poland",5,1,NA,2,5,5,5,5,5,10,10,7,10,2,2,4,4,30,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",54,"uk",2,1,1,7,5,5,5,5,5,7,7,7,7,1,1,1,1,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",22,"uk",7,2,NA,3,3,3,3,3,3,7,8,7,3,1,1,1,4,65,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",19,"poland",2,1,NA,7,3,4,3,3,3,5,6,3,5,4,4,4,4,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",33,"poland",4,2,NA,4,3,3,3,3,3,2,5,4,5,3,3,6,5,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",27,"uk",2,1,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,100,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"fenale",44,"poland",7,1,NA,4,5,5,5,5,5,5,4,2,6,2,3,3,3,25,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1
"male",35,"sweden",6,1,NA,3,5,5,4,5,4,9,10,8,3,2,1,6,7,15,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"male",28,"uk",3,1,NA,5,3,4,4,3,2,4,4,5,8,4,5,3,3,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",22,"sweden",3,1,NA,10,5,4,4,5,4,7,8,5,5,1,1,5,4,10,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1
"fenale",24,"poland",2,1,NA,5,1,1,1,1,1,1,1,2,3,4,6,3,7,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1
"male",44,"spain",6,1,NA,5,3,3,3,4,3,7,8,8,6,5,5,6,6,30,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1
"fenale",63,"germany",2,2,NA,5,4,3,3,4,4,5,5,5,5,5,2,5,5,40,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"fenale",35,"romania",7,1,4,5,4,4,4,4,4,10,8,10,5,1,3,4,4,50,3,3,1,1,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,1
